symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
SLC16A5,106,-0.91,0.45,-2,1.34,0.38
TANC2,179,0.92,0.46,2,1.34,0.38
ZBTB4,1598,0.42,0.21,2,1.34,0.38
RALGAPA1,478,-0.5,0.25,-2,1.34,0.38
RPL15,35608,0.31,0.15,2,1.34,0.38
PACS1,1970,0.42,0.21,2,1.34,0.38
CNTD1,186,-1.06,0.53,-2,1.34,0.38
METRNL,579,-0.45,0.23,-2,1.34,0.38
CHST15,1368,-0.54,0.27,-2,1.34,0.38
XPOT,1488,0.27,0.14,2,1.34,0.38
IKZF1,7439,0.43,0.22,2,1.34,0.38
SLC9A8,286,-0.62,0.31,-2,1.34,0.38
IGLV1.40,101,1.25,0.63,2,1.34,0.38
PELATON,769,-0.66,0.33,-2,1.34,0.38
TTC21A,78,-1.36,0.68,-2,1.33,0.37
CFLAR,2651,-0.27,0.14,-2,1.32,0.37
UTP18,909,0.27,0.14,2,1.33,0.37
FAM13B,1121,0.33,0.17,2,1.33,0.37
ZFYVE16,459,-0.5,0.25,-2,1.33,0.37
KATNIP,157,-0.79,0.4,-2,1.32,0.37
FHIP1B,519,-0.65,0.33,-2,1.32,0.37
SCARB1,181,-0.61,0.31,-2,1.32,0.37
CRYBG3,304,-0.63,0.32,-2,1.33,0.37
COL19A1,59,1.45,0.73,2,1.32,0.37
NLRP1,1922,-0.9,0.45,-2,1.32,0.37
PYGB,1145,-0.3,0.15,-2,1.32,0.37
ERICH1,556,-0.56,0.28,-2,1.33,0.37
DUSP3,1040,-0.64,0.32,-2,1.33,0.37
EIF4G1,2394,-0.32,0.16,-2,1.33,0.37
TRAK2,1489,0.44,0.22,2,1.32,0.37
HDAC1,2761,0.3,0.15,2,1.32,0.37
SET,8618,0.36,0.18,2,1.32,0.37
TBC1D15,1282,0.4,0.2,2,1.32,0.37
ICE2,1010,0.45,0.23,2,1.32,0.37
RABGGTB,683,-0.44,0.22,-2,1.32,0.37
TSPAN3,982,0.43,0.22,2,1.32,0.37
CCDC97,790,0.31,0.16,2,1.32,0.37
FBXO25,486,0.32,0.16,2,1.32,0.37
IL18,295,-0.65,0.33,-2,1.32,0.37
MMP14,105,-0.91,0.46,-2,1.33,0.37
PTGIR,202,-0.67,0.34,-2,1.33,0.37
JAML,6194,-0.54,0.27,-2,1.32,0.37
ASRGL1,181,-0.6,0.3,-2,1.33,0.37
SLC15A2,89,-1.55,0.78,-2,1.33,0.37
MID1IP1,1052,-0.33,0.17,-2,1.33,0.37
SMCO4,485,-0.6,0.3,-2,1.33,0.37
RFWD3,442,0.23,0.12,2,1.32,0.37
TBC1D10B,679,-0.34,0.17,-2,1.32,0.37
ATP6V0E2,488,0.61,0.31,2,1.32,0.37
THEMIS,1226,0.88,0.44,2,1.32,0.37
ABO,42,-2.24,1.13,-2,1.33,0.37
SLC35E3,277,-0.36,0.18,-2,1.32,0.37
AGTRAP,1041,-0.52,0.27,-2,1.32,0.37
NUDT14,94,-0.65,0.33,-2,1.32,0.37
