symbol,baseMean,log2FoldChange,lfcSE,stat,minus_log10_pvalue,minus_log10_padjvalue
MGARP,3,0.905,0.7,1.2,0.65,0.07
RBMS3,8,0.905,0.6,1.4,0.79,0.09
FSTL4,5,0.903,0.8,1.1,0.55,0.06
H1.4,15,0.903,0.6,1.6,0.95,0.11
ADGRF3,4,0.899,0.6,1.5,0.84,0.1
ROBO1,28,0.899,0.6,1.5,0.86,0.1
LINC02422,54,0.898,0.4,2.4,1.77,0.27
PLA2G4B,42,0.897,1,0.9,0.46,0.05
LINC01506,68,0.895,0.4,2.1,1.4,0.2
CTIF.AS1,5,0.893,1.1,0.8,0.39,0.03
ZNF608,27,0.893,0.5,1.8,1.15,0.15
CDH5,3,0.892,0.7,1.3,0.69,0.08
NBPF26,345,0.892,0.5,1.7,1.09,0.14
TRGV5P,5,0.892,0.7,1.2,0.63,0.07
ANKRD22,99,0.891,0.5,1.6,1,0.12
ARMC2.AS1,4,0.891,0.5,1.6,1,0.12
IRX3,7,0.89,1.3,0.7,0.32,0.03
ESAM.AS1,15,0.888,0.5,1.6,0.99,0.12
TTC23,10,0.888,0.4,2.1,1.41,0.2
WASF3,29,0.888,0.5,1.7,1.02,0.13
RGS7,8,0.887,0.8,1.1,0.59,0.06
MTDHP3,7,0.885,0.6,1.5,0.87,0.1
PLXNB3,15,0.884,0.7,1.2,0.64,0.07
DNAH17,4,0.883,0.9,1,0.47,0.05
DYNLT5,5,0.883,0.7,1.2,0.66,0.07
MPV17L,5,0.883,0.8,1.1,0.54,0.06
CTAGE15,4,0.882,0.9,0.9,0.46,0.05
NAMA,9,0.881,0.4,2.1,1.45,0.2
PDXDC2P.NPIPB14P,47,0.88,0.7,1.3,0.72,0.08
DNAAF11,12,0.879,0.7,1.2,0.63,0.07
XKRX,12,0.879,0.5,1.6,0.99,0.12
TSPAN5.DT,5,0.878,0.7,1.3,0.71,0.08
ELF3,10,0.877,0.7,1.3,0.69,0.08
LARGE1,91,0.877,0.5,1.8,1.14,0.15
RAB6B,76,0.877,0.5,1.8,1.13,0.14
TUBA3FP,3,0.877,0.9,1,0.49,0.05
LRRC34,31,0.876,0.3,3.2,2.91,0.61
SMIM43,4,0.875,0.6,1.5,0.84,0.1
CAVIN3,22,0.874,0.4,2,1.39,0.19
MMRN1,161,0.874,0.5,1.9,1.24,0.16
RIBC1,8,0.873,0.5,1.7,1.02,0.13
FCGR1BP.1,234,0.871,0.5,1.8,1.17,0.15
PKN2.AS1,3,0.871,0.8,1,0.52,0.05
LIPH,13,0.87,0.6,1.5,0.84,0.1
SLC18A1,8,0.87,0.7,1.2,0.66,0.07
CDHR3,25,0.869,0.4,2.2,1.54,0.23
ESR2,11,0.868,0.5,1.8,1.12,0.14
LARGE2,53,0.868,0.5,1.8,1.11,0.14
DNTT,6,0.867,0.6,1.3,0.74,0.08
GPR55.AS1,5,0.865,0.7,1.3,0.69,0.08
COL19A1,74,0.864,0.5,1.6,0.95,0.11
ANKRD20A5P,3,0.863,1.5,0.6,0.24,0.02
PKIG,330,0.862,0.4,2.1,1.44,0.2
NPR2,13,0.86,0.5,1.7,1.03,0.13
RPL9P7,10,0.86,0.6,1.6,0.93,0.11
SPON2.AS1,3,0.86,0.7,1.3,0.69,0.08
MOCOS,5,0.859,0.9,0.9,0.44,0.05
ARMC12,4,0.858,0.6,1.4,0.79,0.09
RPS3AP26,311,0.856,0.2,4.2,4.6,1.48
AMN,10,0.855,0.6,1.4,0.79,0.09
ATG10,251,0.855,0.5,1.6,0.97,0.12
H2AC20,15,0.853,0.4,2,1.37,0.19
KCNE2,4,0.853,0.6,1.5,0.84,0.1
PPIL6,5,0.853,0.6,1.5,0.89,0.11
TPSAB1,8,0.853,0.9,0.9,0.46,0.05
ARHGEF37,4,0.852,0.8,1,0.52,0.05
CD2AP.DT,4,0.851,0.7,1.3,0.71,0.08
BMS1P4.1,5,0.85,1.1,0.8,0.37,0.03
MAMDC4,10,0.85,0.7,1.2,0.64,0.07
PMCH,4,0.85,0.9,0.9,0.44,0.05
ZNF658B.1,40,0.85,0.3,2.5,1.92,0.3
HS3ST1,33,0.849,0.6,1.5,0.84,0.1
NQO2.AS1,16,0.848,0.4,2.3,1.72,0.26
DDX11L16.1,221,0.847,0.7,1.2,0.67,0.07
VCAN.AS1,127,0.847,0.4,2,1.36,0.18
VWF,74,0.847,0.5,1.7,1.09,0.14
MYO7B,52,0.846,0.4,2.2,1.53,0.22
POM121B,5,0.845,0.8,1,0.52,0.05
LIM2,5,0.844,0.5,1.6,0.96,0.12
RFPL2,7,0.843,0.5,1.7,1.05,0.13
CCDC144A,34,0.842,1.6,0.5,0.22,0.02
CCDC171,17,0.842,0.5,1.6,0.99,0.12
MCOLN3,20,0.842,0.4,1.9,1.24,0.16
TMSB4Y,51,0.842,1,0.8,0.39,0.04
SNORD3A,37,0.841,0.7,1.2,0.63,0.07
CPNE8.AS1,3,0.84,0.6,1.3,0.71,0.08
SYBU,14,0.838,0.7,1.2,0.66,0.07
CATSPER2,20,0.837,0.7,1.3,0.68,0.08
HSD17B6,12,0.837,0.5,1.7,1.03,0.13
BRICD5,4,0.836,0.6,1.4,0.79,0.09
LINC00951,4,0.836,0.8,1.1,0.55,0.06
SIGLEC16,30,0.835,0.4,2.3,1.68,0.24
SUGT1P4.STRA6LP,11,0.835,0.5,1.6,0.94,0.11
ACAD9.DT,6,0.834,0.8,1.1,0.55,0.06
PDZK1IP1,79,0.833,0.7,1.3,0.68,0.08
FAM86FP.1,27,0.83,0.6,1.5,0.84,0.1
L1CAM,26,0.829,0.5,1.8,1.16,0.15
GLIDR,50,0.828,0.4,2.2,1.59,0.23
SLC45A3,38,0.828,0.3,2.5,1.96,0.31
SCYL2P1,7,0.827,0.5,1.7,1.04,0.13
TREML2,295,0.826,0.4,2.3,1.67,0.24
LINC02185,27,0.825,0.4,1.9,1.26,0.16
TMEM139,6,0.824,0.6,1.4,0.81,0.1
KIF26A,5,0.823,0.9,0.9,0.43,0.04
NPBWR1,5,0.823,0.9,1,0.47,0.05
ZNF492,6,0.823,0.5,1.5,0.89,0.11
H4C15,113,0.822,0.9,1,0.47,0.05
IL21.AS1,3,0.822,1.1,0.8,0.35,0.03
SCOC.AS1,20,0.822,0.3,2.8,2.33,0.43
SNX32,15,0.822,0.5,1.8,1.15,0.15
ANXA9,11,0.819,0.5,1.6,0.97,0.12
RPPH1,13,0.819,0.5,1.8,1.13,0.15
PGF,3,0.818,0.6,1.3,0.68,0.08
FAM224B,3,0.817,0.9,0.9,0.43,0.04
RPL21P98,5,0.817,0.6,1.3,0.74,0.08
BCAS2P2,17,0.816,0.4,2.2,1.55,0.23
RGPD6,129,0.815,0.6,1.4,0.78,0.09
SERF1A,73,0.815,1,0.9,0.41,0.04
CDO1,5,0.814,1,0.8,0.39,0.04
CXCL3,5,0.814,0.7,1.2,0.63,0.07
JARID2.DT,7,0.814,0.4,1.8,1.17,0.15
HLX.AS1,5,0.813,0.7,1.2,0.64,0.07
HNRNPK.AS1,58,0.813,0.9,0.9,0.43,0.04
TNR,5,0.812,0.8,1,0.49,0.05
CD2BP2.DT,31,0.811,0.3,3.1,2.71,0.56
RPL35P2,5,0.811,0.5,1.8,1.13,0.14
CCDC180,24,0.81,0.6,1.3,0.73,0.08
CYKILR,7,0.81,1,0.8,0.37,0.03
MSLN,7,0.809,0.8,1,0.53,0.05
TCL1A,1231,0.809,0.6,1.3,0.69,0.08
PMS2P1,14,0.808,1.8,0.4,0.18,0.01
ABO,57,0.807,0.6,1.3,0.68,0.08
GALNT13,3,0.807,1.5,0.6,0.24,0.02
CFAP73,3,0.806,0.7,1.2,0.6,0.07
LINC01366,10,0.806,0.6,1.4,0.77,0.09
LINC01727,29,0.806,0.4,1.8,1.17,0.15
CCDC80,8,0.805,0.8,1,0.49,0.05
RPS3AP20,4,0.805,0.6,1.4,0.78,0.09
SLC1A1,3,0.805,0.9,0.9,0.45,0.05
SLC2A12,14,0.805,0.6,1.2,0.67,0.07
ADAMTSL4.AS1,21,0.804,0.6,1.3,0.71,0.08
CARMIL1,81,0.803,0.3,2.9,2.44,0.47
EEF1A1P22,3,0.803,0.7,1.2,0.66,0.07
EEF1B2P3,102,0.803,0.2,4.4,5,1.78
HNRNPA1P70,5,0.802,1.2,0.7,0.31,0.03
S100A8,25153,0.802,0.4,1.9,1.26,0.16
TIE1,12,0.802,0.7,1.2,0.64,0.07
VPREB3,150,0.802,0.5,1.5,0.88,0.1
NFATC2IP.AS1,27,0.799,0.6,1.2,0.67,0.07
FOLR3,237,0.798,0.7,1.2,0.64,0.07
LINC02901,3,0.798,0.7,1.2,0.64,0.07
PROS1,103,0.798,0.6,1.3,0.73,0.08
SERHL.1,36,0.798,0.8,1,0.5,0.05
KRT7,10,0.797,0.6,1.3,0.68,0.08
RYR3,6,0.795,0.7,1.1,0.59,0.07
CD79B,2211,0.794,0.4,2.1,1.42,0.2
HTRA1,37,0.794,0.5,1.5,0.9,0.11
FCRL1,913,0.792,0.6,1.3,0.72,0.08
GRIK5,3,0.792,1,0.8,0.37,0.03
LINC02345,26,0.789,0.6,1.2,0.67,0.07
IGKV1D.43,6,0.788,0.8,1,0.48,0.05
KIFC3,50,0.787,0.3,2.3,1.64,0.24
GPR75,7,0.785,0.5,1.5,0.92,0.11
SDHAP1.1,101,0.784,0.4,1.8,1.11,0.14
CPLANE1.AS1,4,0.783,0.8,0.9,0.46,0.05
XIRP2,5,0.783,0.9,0.8,0.39,0.04
EPS8L1,21,0.782,0.4,1.9,1.21,0.16
MFSD12.AS1,20,0.782,0.5,1.7,1.06,0.13
TNFRSF4,44,0.781,0.4,2.2,1.53,0.22
C22orf46P,6,0.78,2.9,0.3,0.1,0.01
CLIP3,21,0.779,0.5,1.7,1.01,0.13
AQP10,71,0.778,0.5,1.5,0.84,0.1
LINC01002,27,0.778,0.5,1.6,0.93,0.11
LINC02298,7,0.778,0.8,1,0.48,0.05
FSTL1,100,0.777,0.6,1.2,0.66,0.07
CCL22,3,0.776,0.8,1,0.47,0.05
IGHM,12708,0.776,0.5,1.7,1.01,0.12
LINC03052,14,0.776,0.5,1.5,0.9,0.11
NRP2,40,0.775,0.5,1.5,0.89,0.11
PTGES3L,4,0.774,0.7,1.2,0.61,0.07
SNRPGP10,17,0.774,0.4,2.2,1.54,0.23
NEB,13,0.773,0.8,1,0.47,0.05
SHLD2P3.1,74,0.773,0.3,2.9,2.41,0.45
ISL2,7,0.772,0.5,1.6,1,0.12
LINC03110,32,0.771,0.4,2.1,1.41,0.2
MYO15A,4,0.771,1,0.8,0.36,0.03
ZNF876P,3,0.771,1.7,0.5,0.19,0.01
RPS26P15,3,0.769,0.7,1,0.52,0.05
SLC5A2,16,0.769,0.8,0.9,0.46,0.05
MYL9,433,0.768,0.6,1.3,0.69,0.08
RRN3P2,380,0.767,0.4,1.9,1.19,0.15
DUSP5.DT,11,0.766,0.7,1,0.52,0.05
LINC03016,3,0.766,0.6,1.3,0.68,0.08
PLA2G2D,9,0.766,0.5,1.4,0.79,0.09
PADI6,5,0.765,0.8,0.9,0.44,0.05
PPBP,3823,0.764,0.6,1.3,0.68,0.08
SH3TC2,54,0.764,0.6,1.3,0.69,0.08
CALHM6,948,0.763,0.4,2.2,1.52,0.22
PTGDR2,188,0.763,0.5,1.6,0.95,0.11
TNNT1,244,0.763,0.5,1.5,0.91,0.11
MYO5B,4,0.762,0.7,1,0.53,0.05
XCL1,54,0.762,0.4,2,1.34,0.18
BMS1P20,83,0.761,0.3,2.7,2.19,0.38
RPS21.DT,6,0.761,0.6,1.3,0.71,0.08
TMSB15C,42,0.761,0.6,1.3,0.69,0.08
RPL24P8,12,0.76,0.4,2.1,1.46,0.2
LINC00494,38,0.759,0.5,1.4,0.78,0.09
LINC01819,8,0.759,0.8,1,0.49,0.05
RPL21P89,3,0.759,0.8,1,0.5,0.05
IGLV2.5,3,0.758,0.7,1,0.52,0.05
LRFN2,3,0.756,0.7,1,0.52,0.05
MAPK10,10,0.756,0.6,1.3,0.74,0.08
PRELID3A,3,0.756,0.7,1.1,0.54,0.06
RGPD2,291,0.756,0.4,1.8,1.17,0.15
CENPM,36,0.755,0.3,2.5,1.91,0.3
LINC01709,4,0.755,0.8,1,0.5,0.05
RANBP3.DT,4,0.755,0.9,0.8,0.38,0.03
LINC02576,9,0.753,0.6,1.2,0.65,0.07
TNFRSF13C,491,0.753,0.5,1.6,0.99,0.12
TRBV12.5,20,0.753,0.5,1.6,0.94,0.11
UFD1.AS1,5,0.753,0.7,1.1,0.57,0.06
DZIP1L,5,0.752,0.8,0.9,0.46,0.05
LINC00642,6,0.752,0.8,1,0.47,0.05
IGKV1.37,8,0.751,0.5,1.5,0.85,0.1
CAPN8,3,0.749,1,0.8,0.35,0.03
LUCAT1,20,0.749,0.4,1.8,1.11,0.14
NPIPA1,164,0.749,0.5,1.6,0.93,0.11
PCOTH,3,0.749,0.9,0.8,0.37,0.03
HLA.DOB,687,0.747,0.5,1.5,0.87,0.1
HSPA4L,6,0.747,0.6,1.3,0.69,0.08
MMP9,9,0.747,0.6,1.2,0.6,0.07
PTP4A2P2,15,0.746,0.5,1.5,0.86,0.1
CMTM5,117,0.745,0.5,1.4,0.8,0.1
MIR4432HG,34,0.745,0.4,2.1,1.4,0.2
NKILA,10,0.745,0.5,1.4,0.79,0.09
C8orf44.SGK3,6,0.744,0.9,0.8,0.37,0.03
PRKAG2.AS2,3,0.744,0.7,1.1,0.53,0.05
BEND4,55,0.742,0.4,1.7,1.09,0.14
C1orf220,5,0.742,0.7,1.1,0.56,0.06
CBR3.AS1,32,0.742,0.3,2.1,1.49,0.21
CD40,405,0.742,0.3,2.5,1.89,0.29
MT.TY,18,0.742,0.6,1.2,0.63,0.07
PIERCE2,9,0.742,0.4,1.8,1.12,0.14
LEFTY1,8,0.741,0.7,1.1,0.58,0.06
PEBP4,3,0.741,0.7,1,0.5,0.05
ADGRV1,3,0.74,1.3,0.6,0.25,0.02
AGAP4,36,0.74,0.6,1.2,0.67,0.07
MT.TC,9,0.74,0.7,1.1,0.58,0.06
ADCY6,11,0.739,0.5,1.4,0.79,0.09
LINC02762,60,0.739,0.4,1.9,1.24,0.16
RHOXF1,10,0.739,0.5,1.4,0.78,0.09
MMP17,69,0.738,0.4,1.9,1.21,0.16
RUBCNL,478,0.737,0.4,1.7,1.01,0.12
CSF2RA.1,364,0.736,1.1,0.7,0.31,0.02
FAM30A,301,0.736,0.3,2.2,1.59,0.23
HLA.DQB2,134,0.736,1,0.8,0.36,0.03
NBPF10,197,0.736,0.5,1.6,0.96,0.12
VEGFC,4,0.736,0.9,0.8,0.39,0.04
TTTY14,8,0.735,0.8,1,0.48,0.05
CYB5A,324,0.734,0.2,4.1,4.39,1.38
MTMR9LP.1,3,0.734,1,0.7,0.34,0.03
PLGLB2,14,0.734,0.7,1.1,0.54,0.06
CLEC17A,199,0.733,0.5,1.6,0.95,0.11
IGHV3.66,16,0.733,0.5,1.4,0.8,0.09
L3MBTL4,32,0.733,0.4,2,1.3,0.17
SETD9,84,0.733,0.3,2.3,1.66,0.24
ZNF860,74,0.733,0.6,1.3,0.72,0.08
BCDIN3D.AS1,14,0.731,0.7,1.1,0.56,0.06
CD24,914,0.731,0.7,1.1,0.54,0.06
NPHP1,9,0.731,0.5,1.5,0.85,0.1
PYGO2.AS1,15,0.731,0.3,2.2,1.55,0.23
WASIR2,8,0.731,0.7,1.1,0.58,0.06
EAF2,651,0.73,0.3,2.5,1.92,0.3
EPB41L1,4,0.73,0.7,1,0.53,0.05
GLYATL1.AS1,83,0.73,0.4,2,1.29,0.17
HSD17B1,6,0.73,0.8,0.9,0.41,0.04
PRSS27,3,0.73,0.6,1.1,0.59,0.07
F3,4,0.728,0.9,0.8,0.37,0.03
MIR3667HG,101,0.728,0.3,2.5,1.87,0.29
SPRY1,30,0.728,0.6,1.3,0.71,0.08
TEC,59,0.728,0.3,2.8,2.32,0.42
WNT6,4,0.728,0.6,1.1,0.6,0.07
ZNF391,46,0.727,0.3,2.6,1.99,0.32
LINC01857,104,0.726,0.5,1.5,0.85,0.1
LINC02884,32,0.726,0.5,1.4,0.82,0.1
RPS27P17,4,0.726,0.6,1.2,0.6,0.07
SLC9A7,533,0.726,0.3,2.3,1.69,0.25
H3.7,16,0.725,0.4,2,1.33,0.18
ITGA2B,1087,0.725,0.5,1.4,0.83,0.1
PKP2,30,0.725,0.4,1.7,1.08,0.14
RHBDL1,3,0.724,0.7,1.1,0.53,0.05
MYL4,15,0.722,1.4,0.5,0.23,0.02
RPL22P1,16,0.722,0.3,2.1,1.48,0.21
UACA,77,0.722,0.5,1.4,0.83,0.1
ELOVL3,13,0.721,0.5,1.4,0.76,0.09
GUCY2C.AS1,91,0.721,0.2,4.1,4.46,1.38
RPL21P119,22,0.721,0.4,1.7,1.05,0.13
GUCY2C,4,0.72,0.8,0.9,0.43,0.04
LY6G6F,80,0.72,0.5,1.4,0.76,0.09
NRSN2,25,0.72,0.4,1.8,1.17,0.15
PPARG,9,0.719,0.5,1.4,0.79,0.09
ADM,33,0.718,0.4,1.7,1.04,0.13
CD22,1174,0.718,0.5,1.5,0.88,0.1
LINC00665,106,0.718,0.4,1.9,1.24,0.16
LINC01635,4,0.717,0.8,0.9,0.44,0.05
ZBTB8OSP2,4,0.717,1.4,0.5,0.22,0.02
FAM81A,25,0.716,0.5,1.6,0.93,0.11
LAMC1,132,0.716,0.3,2.5,1.95,0.31
RPS18P9,8,0.716,0.5,1.5,0.88,0.1
ZNF114,3,0.715,0.9,0.8,0.38,0.03
BTF3P10,3,0.713,0.6,1.2,0.63,0.07
EPS8,113,0.713,0.4,1.9,1.24,0.16
FN1,50,0.713,0.9,0.8,0.38,0.03
TSC22D1.AS1,5,0.713,0.7,1,0.53,0.05
C19orf73,5,0.712,0.5,1.5,0.87,0.1
FCGR2C,97,0.711,0.6,1.1,0.58,0.06
RSPH10B,35,0.711,0.7,1.1,0.55,0.06
AHCTF1P1,4,0.709,0.8,0.9,0.44,0.05
ATP5MF.PTCD1,24,0.709,0.6,1.2,0.61,0.07
RBM14.RBM4,15,0.707,0.4,1.8,1.13,0.14
SP2.AS1,55,0.707,0.2,3.3,2.95,0.63
IGKV2D.29,52,0.705,0.8,0.8,0.4,0.04
LINC02391,8,0.705,0.4,1.7,1.09,0.14
NAPSB.1,663,0.704,0.4,2,1.34,0.18
ENKD1,38,0.703,0.3,2.1,1.43,0.2
IGHD,2487,0.703,0.5,1.4,0.8,0.09
CERKL,1166,0.702,0.2,2.9,2.38,0.44
DPY19L2P3.1,5,0.702,0.9,0.7,0.34,0.03
RPL39,50313,0.702,0.2,3.9,3.96,1.18
BCL2L15,28,0.701,0.8,0.8,0.39,0.04
DLG2,15,0.701,0.4,1.7,1.01,0.13
DHX9.AS1,6,0.7,0.5,1.3,0.7,0.08
M1AP,9,0.7,0.5,1.5,0.87,0.1
PORCN.DT,3,0.7,0.7,1,0.52,0.05
GPR84,13,0.698,0.6,1.3,0.69,0.08
CES3,4,0.696,0.6,1.1,0.6,0.07
MEF2C.AS1,50,0.696,0.4,1.8,1.18,0.15
RFPL3S,6,0.696,0.8,0.8,0.39,0.04
RHCE,5,0.696,0.7,0.9,0.46,0.05
ST13P7,3,0.696,0.6,1.1,0.55,0.06
ZNF470.DT,9,0.696,0.5,1.4,0.78,0.09
C20orf204,15,0.695,1,0.7,0.32,0.03
DIRAS1,40,0.695,0.6,1.2,0.66,0.07
RPS3AP6,597,0.695,0.2,3.2,2.82,0.6
OLFM1,84,0.694,0.4,1.7,1.06,0.13
IDI2,4,0.693,1.7,0.4,0.17,0.01
RRM2P3,7,0.693,0.5,1.4,0.78,0.09
ZNF135,21,0.693,0.4,1.6,1,0.12
EGR3,50,0.692,0.5,1.4,0.78,0.09
TMEM236,5,0.692,0.6,1.2,0.67,0.07
GAS5,6014,0.691,0.2,3.8,3.76,1.06
LINC01412,4,0.691,0.7,1,0.48,0.05
CCDC13,14,0.69,0.4,1.7,1.08,0.14
IGHV1.69D,119,0.69,0.4,1.6,0.95,0.11
LDHAP4,39,0.69,0.7,1,0.53,0.05
LY86.AS1,37,0.689,0.3,2.2,1.55,0.23
ABI3BP,5,0.688,0.7,1,0.47,0.05
LINC00278,34,0.688,1,0.7,0.33,0.03
LINC01001,22,0.688,0.6,1.1,0.6,0.07
SLC25A37,564,0.688,0.4,1.7,1.03,0.13
LINC00624,3,0.687,1.3,0.5,0.22,0.02
PIWIL4,37,0.687,0.4,1.9,1.27,0.17
TAFA2,34,0.687,0.3,2.1,1.41,0.2
TMLHE.AS1,10,0.687,0.5,1.3,0.74,0.08
G0S2,10,0.686,0.5,1.4,0.78,0.09
LINC02432,144,0.686,0.5,1.3,0.71,0.08
FADS3,60,0.685,0.3,2.4,1.79,0.28
FXYD1,23,0.685,0.4,1.6,0.97,0.12
OPRD1,5,0.685,0.6,1.1,0.6,0.07
PDE3A,21,0.685,0.6,1.2,0.66,0.07
TNFRSF11A,45,0.685,0.4,1.9,1.26,0.17
LINC02226,14,0.684,0.4,1.7,1.04,0.13
NMNAT2,4,0.684,0.9,0.8,0.37,0.03
RNASE3,16,0.684,0.5,1.5,0.85,0.1
ARHGAP22,32,0.683,0.5,1.5,0.84,0.1
ESRP2,8,0.682,0.8,0.9,0.41,0.04
MS4A3,11,0.682,0.7,0.9,0.46,0.05
NTSR1,24,0.682,0.7,1,0.53,0.05
FAM167A,49,0.681,0.5,1.4,0.82,0.1
RPS18,92135,0.681,0.2,3.4,3.15,0.7
CXCL2,4,0.68,0.8,0.9,0.41,0.04
PMS2P3.1,29,0.68,0.4,1.6,0.94,0.11
TPM1,332,0.68,0.3,2.3,1.62,0.24
TSPAN7,4,0.68,0.5,1.4,0.77,0.09
OVCH1.AS1,45,0.679,0.6,1.2,0.63,0.07
RPS4Y1,7530,0.679,1.2,0.6,0.26,0.02
SDK2,58,0.679,0.5,1.4,0.82,0.1
SEMA6A.AS1,4,0.679,0.7,0.9,0.46,0.05
SLC28A2.AS1,8,0.679,0.9,0.8,0.36,0.03
ZNF687.AS1,13,0.679,0.4,1.9,1.26,0.17
A1BG,86,0.678,0.2,4.1,4.42,1.38
OSBP2,43,0.678,0.5,1.3,0.74,0.08
RPL17.C18orf32,87,0.677,0.5,1.3,0.75,0.09
MAP2K4P1.1,7,0.676,0.5,1.2,0.66,0.07
RPS3A,135637,0.676,0.2,3.4,3.24,0.73
ARHGAP23,10,0.675,0.6,1.2,0.65,0.07
SNHG5,6228,0.675,0.4,1.9,1.26,0.17
SPTSSB,46,0.675,0.4,1.6,0.98,0.12
TAMALIN,79,0.675,0.3,2,1.33,0.18
ZNF790.AS1,32,0.675,0.3,2,1.3,0.17
MIR4458HG,45,0.674,0.3,2.5,1.91,0.3
ELL2P1,5,0.673,0.5,1.5,0.87,0.1
RPL5P23,7,0.673,0.5,1.4,0.83,0.1
GSTO1,3090,0.672,0.3,2.4,1.73,0.26
ALDH1A3,5,0.671,1.4,0.5,0.2,0.01
JAG2,7,0.671,0.6,1.2,0.65,0.07
PSMA8,17,0.671,0.5,1.3,0.72,0.08
ZNF334,5,0.671,0.6,1.2,0.65,0.07
IGKV1.8,55,0.67,0.5,1.3,0.71,0.08
MICAL3,191,0.67,0.4,1.8,1.16,0.15
LEKR1,5,0.669,0.7,1,0.51,0.05
FAM228B,79,0.667,0.3,2.6,2.09,0.36
TMEM44,12,0.667,0.5,1.5,0.86,0.1
ZNF816.ZNF321P,3,0.667,1.9,0.4,0.14,0.01
EXO5.DT,10,0.666,0.4,1.8,1.16,0.15
POLN,3,0.666,1,0.7,0.31,0.03
CYP4F3,8,0.665,0.7,0.9,0.44,0.04
MAGOH.DT,15,0.665,0.5,1.4,0.83,0.1
CIMAP3,7,0.664,0.5,1.2,0.66,0.07
LINC00853,17,0.664,0.5,1.4,0.76,0.09
RN7SK,352,0.664,0.3,2,1.37,0.19
TRIM45,4,0.664,0.7,1,0.5,0.05
LINC01355,10,0.663,0.8,0.8,0.38,0.03
ZNF876P.1,6,0.663,0.8,0.8,0.4,0.04
ARNILA,4,0.662,0.7,1,0.48,0.05
CCT5.AS1,105,0.662,0.3,2.3,1.64,0.24
ZNF667.AS1,76,0.662,0.4,1.6,0.96,0.11
CPXM1,8,0.661,0.5,1.3,0.71,0.08
H2AZ1.DT,6,0.661,0.6,1.1,0.6,0.07
ODAD3,14,0.661,0.4,1.5,0.91,0.11
ITPKB.IT1,22,0.659,0.5,1.3,0.71,0.08
LINC01841,7,0.658,0.5,1.3,0.69,0.08
PPP1R3B.DT,7,0.658,0.8,0.9,0.41,0.04
RPL21P80,6,0.658,0.5,1.3,0.72,0.08
SLC30A6.DT,4,0.658,0.5,1.2,0.65,0.07
TMEM121,17,0.658,0.4,1.6,0.97,0.12
TNKS2.DT,7,0.658,0.8,0.8,0.36,0.03
CD79A,3525,0.657,0.5,1.4,0.82,0.1
CIITA,1123,0.657,0.3,2,1.33,0.18
OSGEPL1.AS1,4,0.657,0.6,1.1,0.53,0.05
ZNF727,14,0.657,0.6,1,0.51,0.05
BNIP3P11,5,0.656,0.5,1.2,0.64,0.07
KANSL1.AS1,128,0.656,0.4,1.6,0.93,0.11
SLC29A4,11,0.656,0.6,1.1,0.58,0.06
CCR8,97,0.655,0.5,1.4,0.81,0.1
XPC.AS1,26,0.655,0.5,1.3,0.7,0.08
GSN,928,0.653,0.3,2.6,2.01,0.33
LGALSL,219,0.653,0.4,1.5,0.86,0.1
PCGF2,4,0.653,0.7,0.9,0.43,0.04
RPS3AP5,32,0.653,0.3,2,1.35,0.18
MT.TV,45,0.652,0.7,0.9,0.46,0.05
PJVK,6,0.652,0.7,1,0.49,0.05
PKD1P6,10,0.652,1.1,0.6,0.24,0.02
AZU1,12,0.651,0.6,1.2,0.61,0.07
LINC02701,6,0.651,0.9,0.7,0.32,0.03
YWHAZP3,4,0.651,0.5,1.4,0.79,0.09
C22orf15,5,0.65,0.5,1.3,0.73,0.08
KCNIP4,3,0.65,0.8,0.8,0.35,0.03
PLPP5,539,0.65,0.3,1.9,1.26,0.16
RN7SL1,407,0.65,0.3,2.5,1.86,0.29
NID2,12,0.649,0.5,1.2,0.65,0.07
TMEM40,204,0.649,0.5,1.3,0.75,0.09
TNNI2,54,0.649,0.3,1.9,1.26,0.16
CD72,373,0.648,0.5,1.4,0.81,0.1
TPT1P9,48,0.648,0.2,3.2,2.91,0.61
FCRLA,1140,0.647,0.5,1.4,0.76,0.09
ZNF257,72,0.647,0.4,1.6,0.99,0.12
ADHFE1,37,0.646,0.5,1.3,0.68,0.08
S100A13,52,0.646,0.4,1.8,1.17,0.15
ADAM28,466,0.645,0.3,2,1.39,0.19
CBS,3,0.645,1,0.6,0.28,0.02
LDB2,7,0.644,0.5,1.2,0.65,0.07
FBXW4P1,5,0.643,0.7,0.9,0.44,0.05
RPL5P4,51,0.643,0.2,2.6,2.04,0.35
NCBP2L,5,0.642,0.6,1.1,0.58,0.06
PTPRU,4,0.642,0.8,0.8,0.38,0.03
TRIM71,6,0.642,0.6,1,0.51,0.05
CORIN,5,0.641,0.6,1.1,0.54,0.06
STK33,14,0.641,0.5,1.2,0.64,0.07
CTAGE8,7,0.64,1.3,0.5,0.21,0.01
KHDRBS2,14,0.64,0.5,1.2,0.64,0.07
ZNF577,72,0.639,0.3,2.3,1.65,0.24
CATSPERB,7,0.638,0.6,1.1,0.56,0.06
ELMO3,12,0.638,0.5,1.2,0.61,0.07
PSMA6P1,3,0.638,1,0.6,0.27,0.02
ZNF471,16,0.638,0.4,1.6,0.97,0.12
HUS1B,4,0.636,0.6,1,0.52,0.05
LNX1,20,0.636,0.4,1.4,0.82,0.1
ENC1,250,0.634,0.2,2.7,2.15,0.38
