symbol,baseMean,log2_FoldChange,lfcSE,stat,minus_log10_pvalue,minus_log10_padjvalue
PRR34,19,0.649,0.5,1.3,0.68,0.35
PRSS23,441,0.855,0.5,1.9,1.22,0.62
PRSS30P.1,31,-0.436,0.5,-0.9,0.41,0.2
PRSS36,19,-0.037,0.5,-0.1,0.03,0.01
PRSS57,13,-0.169,0.5,-0.3,0.13,0.06
PSAT1,171,1.171,0.5,2.2,1.6,0.81
PSMD6.AS2,23,-1.342,0.5,-2.5,1.87,0.93
PTCHD3P1,13,-0.441,0.5,-1,0.47,0.24
PTGDR2,136,0.188,0.5,0.4,0.17,0.08
PTGDS,162,-0.992,0.5,-1.9,1.27,0.64
PTGR2,64,-0.276,0.5,-0.6,0.27,0.13
PTGS1,1821,-1.148,0.5,-2.4,1.74,0.87
PTK6,19,-0.526,0.5,-1.1,0.57,0.29
PTK7,41,-0.769,0.5,-1.6,0.96,0.49
PTPN13,69,-1.847,0.5,-3.5,3.41,1.61
PTPN23.DT,8,0.082,0.5,0.2,0.06,0.03
PTPRS,100,-0.656,0.5,-1.4,0.82,0.42
PYCR1,19,1.427,0.5,2.7,2.18,1.06
PYGO2.AS1,12,0.028,0.5,0.1,0.02,0.01
QPCT,833,-0.558,0.5,-1.2,0.62,0.32
RAB11FIP1P1,20,-0.877,0.5,-1.6,1,0.51
RAB19,13,0.351,0.5,0.7,0.29,0.14
RAD51.AS1,71,-1.406,0.5,-2.8,2.25,1.1
RAD51AP1,56,0.625,0.5,1.4,0.76,0.39
RAD54B,44,-0.362,0.5,-0.7,0.3,0.15
RAG1,11,0.209,0.5,0.4,0.16,0.07
RAMP1,9,-0.246,0.5,-0.5,0.19,0.09
RAP1BL,11,0.312,0.5,0.7,0.29,0.14
RAPH1,52,-0.242,0.5,-0.5,0.2,0.1
RASGRP3,301,1.317,0.5,2.7,2.2,1.08
RBM14.RBM4,13,-0.324,0.5,-0.7,0.31,0.15
RCC2.AS1,53,-0.425,0.5,-0.9,0.43,0.22
REM2,13,-1.198,0.5,-2.3,1.71,0.85
RFX5.AS1,11,0.282,0.5,0.5,0.22,0.1
RGMB,95,0.62,0.5,1.3,0.71,0.36
RGPD1,151,0.429,0.5,0.9,0.41,0.21
RGPD5,136,0.339,0.5,0.7,0.29,0.14
RGS1,107,-0.018,0.5,0,0.01,0.01
RGS12,101,-0.357,0.5,-0.8,0.35,0.17
RGS18,4324,-0.683,0.5,-1.5,0.85,0.44
RGS2,4730,-0.958,0.5,-2,1.35,0.68
RHOB,2173,0.219,0.5,0.4,0.17,0.08
RHOBTB3,36,-0.166,0.5,-0.4,0.14,0.07
RILPL1,28,0.123,0.5,0.2,0.09,0.04
RIMBP3,35,0.79,0.5,1.6,0.92,0.47
RMI2,71,1.423,0.5,2.7,2.19,1.07
RNF217,122,-2.245,0.5,-4.5,5.18,2.59
RNF32,14,-0.035,0.5,-0.1,0.03,0.01
ROBO3,37,-0.931,0.5,-1.7,1.06,0.55
ROM1,12,-0.569,0.5,-1.1,0.59,0.3
RPH3A,188,-0.711,0.5,-1.3,0.73,0.37
RPL13AP26,9,-0.557,0.5,-1.2,0.63,0.32
RPL21P119,17,-0.058,0.5,-0.1,0.04,0.02
RPL21P93,8,0.264,0.5,0.5,0.22,0.11
RPL22P1,13,-0.139,0.5,-0.3,0.11,0.05
RPL23AP74,10,0.761,0.5,1.5,0.91,0.46
RPL24P8,8,0.601,0.5,1.2,0.63,0.32
RPL30.AS1,69,-1.278,0.5,-2.7,2.11,1.03
RPL5P1,8,0.463,0.5,1,0.5,0.25
RPL7AP62,10,0.414,0.5,0.9,0.42,0.21
RPPH1,10,-0.267,0.5,-0.5,0.21,0.1
RPS11P5,10,0.188,0.5,0.4,0.15,0.07
RPS2P32,7,0.13,0.5,0.2,0.1,0.04
RPS3AP5,21,1.036,0.5,2.2,1.52,0.77
RPS3P4,14,1.14,0.5,2.4,1.77,0.88
RPSAP15,18,1.259,0.5,2.6,2.02,1
RPSAP54,14,1.002,0.5,2.1,1.42,0.72
RSPH9,35,-0.75,0.5,-1.4,0.81,0.41
RSRP1,1047,-1.491,0.5,-2.9,2.47,1.2
RTKN2,188,-0.616,0.5,-1.2,0.65,0.33
RTN2,53,-0.566,0.5,-1.2,0.67,0.34
S100A12,2630,-0.798,0.5,-1.7,1.01,0.52
S1PR1.DT,85,1.005,0.5,2.1,1.48,0.75
SAMD12,53,-0.222,0.5,-0.4,0.17,0.08
SAMD13,9,1.04,0.5,2,1.38,0.7
SAXO4,13,-0.201,0.5,-0.4,0.16,0.07
SCAMP5,123,-0.192,0.5,-0.4,0.16,0.07
SCARF1,112,-1.138,0.5,-2.3,1.72,0.86
SCARNA7,12,-0.092,0.5,-0.2,0.07,0.03
SCAT8,28,-0.596,0.5,-1.2,0.63,0.32
SCML2,24,-0.4,0.5,-0.8,0.4,0.2
SCOC.AS1,13,0.56,0.5,1.2,0.62,0.32
SDS,13,0.692,0.5,1.3,0.69,0.35
SDSL,45,0.089,0.5,0.2,0.07,0.03
SEC61A2,29,-0.789,0.5,-1.5,0.85,0.43
SEMA3C,169,-0.446,0.5,-1,0.48,0.24
SEPTIN4,35,-0.825,0.5,-1.7,1.01,0.52
SERBP1P1,8,-0.416,0.5,-0.8,0.38,0.19
SETP14,8,0.576,0.5,1.1,0.59,0.3
SGK1,1571,-0.825,0.5,-1.7,1.09,0.56
SGMS2,408,-1.205,0.5,-2.4,1.82,0.91
SH2D1B,540,-0.7,0.5,-1.5,0.85,0.44
SH3BP4,80,-0.194,0.5,-0.4,0.17,0.08
SH3D19,19,0.855,0.5,1.8,1.18,0.6
SH3D21,13,0.237,0.5,0.5,0.22,0.11
SHROOM1,95,-1.377,0.5,-3,2.61,1.25
SIGLEC11,14,-0.378,0.5,-0.8,0.35,0.18
SIGLEC16,37,-1.632,0.5,-3.4,3.18,1.5
SIGLEC5.1,470,-1.109,0.5,-2.2,1.54,0.78
SIGLEC6,58,0.675,0.5,1.3,0.72,0.37
SIRPD,23,-0.994,0.5,-2.1,1.49,0.76
SLC11A1,1345,-1.498,0.5,-3.1,2.68,1.28
SLC14A1,68,0.149,0.5,0.3,0.11,0.05
SLC16A1.AS1,37,-0.127,0.5,-0.3,0.11,0.05
SLC16A10,72,0.104,0.5,0.2,0.08,0.04
SLC17A9,61,-0.258,0.5,-0.5,0.23,0.11
SLC18A2,20,-0.934,0.5,-1.7,1.09,0.56
SLC22A16,44,-0.269,0.5,-0.5,0.22,0.11
SLC25A10,20,-0.216,0.5,-0.5,0.19,0.09
SLC25A18,8,0.225,0.5,0.4,0.18,0.09
SLC25A25.AS1,97,-1.08,0.5,-2.2,1.54,0.78
SLC25A37,496,-0.523,0.5,-1.1,0.58,0.29
SLC26A1,32,-2.171,0.5,-4,4.25,2.06
SLC26A11,116,-0.352,0.5,-0.8,0.36,0.18
SLC29A2,25,0.181,0.5,0.3,0.13,0.06
SLC2A5,40,1.361,0.5,2.5,1.94,0.96
SLC35F3,16,0.251,0.5,0.5,0.23,0.11
SLC38A4.AS1,32,-0.274,0.5,-0.6,0.24,0.12
SLC3A1,22,-0.244,0.5,-0.5,0.19,0.09
SLC67A1.AS,20,-0.77,0.5,-1.5,0.83,0.43
SLC6A16,20,0.135,0.5,0.3,0.11,0.05
SLC6A8,28,0.051,0.5,0.1,0.03,0.02
SLC7A11,17,0.159,0.5,0.3,0.13,0.06
SLC7A8,26,-0.214,0.5,-0.5,0.19,0.09
SLC8A3,19,-0.547,0.5,-1,0.51,0.26
SLC9A7P1.1,93,-0.658,0.5,-1.4,0.81,0.41
SLC9B1,12,-0.239,0.5,-0.5,0.19,0.09
SMAD1,142,0.412,0.5,0.8,0.36,0.18
SMARCA1,12,0.104,0.5,0.2,0.08,0.04
SMIM5,81,-0.798,0.5,-1.5,0.91,0.47
SMKR1,33,1.185,0.5,2.4,1.82,0.91
SMPD3,123,-0.467,0.5,-0.9,0.42,0.21
SNCA,399,-0.808,0.5,-1.6,0.99,0.51
SNED1,90,-0.672,0.5,-1.5,0.85,0.44
SNTB1.AS1,35,0.649,0.5,1.4,0.81,0.41
SNX22,118,1.124,0.5,2.4,1.83,0.91
SOCS1,31,0.39,0.5,0.8,0.37,0.19
SOCS2,300,0.365,0.5,0.8,0.36,0.18
SOCS2.AS1,11,0.913,0.5,1.7,1.05,0.54
SORBS1,9,-0.16,0.5,-0.3,0.14,0.06
SOX8,22,0.632,0.5,1.3,0.71,0.36
SPAG5.AS1,30,-1.654,0.5,-3.1,2.74,1.31
SPAG8,12,-1.007,0.5,-2.1,1.42,0.72
SPATA31H1,9,-0.098,0.5,-0.2,0.07,0.03
SPATA41,20,-0.533,0.5,-1.2,0.6,0.31
SPCS2P4,8,0.326,0.5,0.6,0.26,0.13
SPHK1,94,-0.591,0.5,-1.3,0.68,0.35
SPIB,444,1.236,0.5,2.7,2.16,1.06
SPOCK1,34,-0.299,0.5,-0.6,0.25,0.12
SPON2,421,-0.34,0.5,-0.6,0.27,0.13
SPRED2,50,-1.163,0.5,-2.4,1.74,0.87
SPRY2,18,0.2,0.5,0.4,0.15,0.07
SSBP3P1,15,0.606,0.5,1.3,0.75,0.38
SSR4P1.1,24,-1.117,0.5,-2.1,1.41,0.71
SSU72.AS1,21,-1.481,0.5,-2.8,2.36,1.15
ST6GALNAC1,32,-0.322,0.5,-0.7,0.3,0.15
ST6GALNAC3,65,-0.615,0.5,-1.3,0.69,0.35
STAG3,47,0.922,0.5,1.7,1.04,0.53
STAP1,338,1.18,0.5,2.3,1.62,0.82
STARD7.AS1,47,-0.656,0.5,-1.4,0.8,0.41
STEAP4,419,-0.708,0.5,-1.4,0.81,0.41
STIMATE.MUSTN1,97,-1.632,0.5,-3,2.55,1.23
STMN1,1161,1.025,0.5,2.2,1.52,0.77
STX1A,29,-0.772,0.5,-1.6,0.96,0.49
STXBP5.AS1,35,-0.71,0.5,-1.5,0.88,0.45
STYK1,28,1.781,0.5,3.3,3.08,1.45
SUGCT,44,0.796,0.5,1.7,1.01,0.52
SUGP2,509,-1.318,0.5,-2.9,2.42,1.18
SULF2,1650,-0.799,0.5,-1.8,1.11,0.57
SULT1A1,850,-0.849,0.5,-1.8,1.15,0.59
SULT1A3,583,-0.761,0.5,-1.6,0.98,0.5
SWINGN,19,-0.411,0.5,-0.8,0.35,0.18
SYDE2,34,0.135,0.5,0.3,0.1,0.05
SYNPO,86,1.449,0.5,3.2,2.83,1.35
SYP,19,0.325,0.5,0.7,0.33,0.16
SYT17,36,0.031,0.5,0.1,0.02,0.01
SYT9.AS1,33,-1.054,0.5,-2.2,1.59,0.8
TAF1C,237,-1.16,0.5,-2.3,1.72,0.86
TAFA1,49,1.158,0.5,2.1,1.5,0.76
TAFA2,30,-0.546,0.5,-1.2,0.65,0.33
TAGLN,256,-0.81,0.5,-1.8,1.11,0.57
TARS1.DT,15,0.117,0.5,0.2,0.09,0.04
TAS2R14,13,-0.282,0.5,-0.5,0.23,0.11
TBC1D19,54,0.435,0.5,0.9,0.45,0.23
TBC1D30,28,-0.053,0.5,-0.1,0.03,0.02
TBXA2R,43,-0.209,0.5,-0.4,0.16,0.07
TCEA1P2,8,0.258,0.5,0.5,0.21,0.1
TCL6,64,1.42,0.5,2.7,2.11,1.03
TCN2,268,-0.194,0.5,-0.4,0.15,0.07
TCTN1,98,0.49,0.5,1.1,0.55,0.28
TDRD9,80,-1.524,0.5,-3.3,2.95,1.39
TEX9,38,0.912,0.5,1.9,1.27,0.64
TFCP2L1,17,-0.336,0.5,-0.6,0.27,0.13
TFPI,28,-1.789,0.5,-3.4,3.23,1.52
TGFB3,17,-0.742,0.5,-1.4,0.82,0.42
THBS4.AS1,15,-0.812,0.5,-1.8,1.11,0.57
TICAM2,362,-0.9,0.5,-1.9,1.2,0.61
TICAM2.AS1,28,-0.029,0.5,-0.1,0.02,0.01
TIRAP.AS1,12,0.676,0.5,1.3,0.73,0.37
TJP3,55,-0.19,0.5,-0.4,0.15,0.07
TLCD3A,19,1.088,0.5,2.1,1.5,0.76
TLR10,521,1.374,0.5,3,2.52,1.21
TM7SF3.AS1,40,-1.283,0.5,-2.7,2.12,1.04
TMC3.AS1,13,0.642,0.5,1.2,0.64,0.33
TMCC1.DT,20,1.924,0.5,3.6,3.49,1.66
TMEM147.AS1,63,-1.235,0.5,-2.5,1.91,0.95
TMEM14B.DT,13,0.01,0.5,0,0.01,0
TMEM150B,51,-0.98,0.5,-2,1.39,0.71
TMEM163,16,-0.158,0.5,-0.3,0.12,0.05
TMEM170B,1697,-1.196,0.5,-2.5,1.91,0.95
TMEM191C,21,-0.265,0.5,-0.6,0.25,0.12
TMEM202.AS1,17,0.062,0.5,0.1,0.05,0.02
TMEM220.AS1,10,0.162,0.5,0.3,0.13,0.06
TMEM225B,7,0.441,0.5,0.8,0.38,0.19
TMEM255B,44,-0.367,0.5,-0.7,0.3,0.15
TMEM263.DT,16,0.828,0.5,1.7,1.08,0.55
TMEM30A.DT,14,0.02,0.5,0,0.01,0.01
TMEM30B,88,0.655,0.5,1.4,0.83,0.42
TMEM44,10,-0.111,0.5,-0.2,0.08,0.04
TMEM51,52,-0.044,0.5,-0.1,0.03,0.01
TMEM9B.AS1,30,0.065,0.5,0.1,0.05,0.02
TMIE,15,0.015,0.5,0,0.01,0
TMPRSS13,26,-0.387,0.5,-0.8,0.37,0.19
TNFRSF10A.AS1,16,-0.431,0.5,-0.9,0.46,0.24
TNFRSF13B,134,1.839,0.5,3.8,3.84,1.82
TNFRSF14.AS1,69,-1.08,0.5,-2,1.38,0.7
TNFRSF21,101,-0.401,0.5,-0.9,0.4,0.2
TNFRSF25,271,-0.93,0.5,-1.8,1.13,0.58
TNFRSF4,32,0.147,0.5,0.3,0.11,0.05
TNFRSF9,62,0.911,0.5,2,1.32,0.67
TNFSF15,14,-1.444,0.5,-3.1,2.76,1.32
TNFSF4,232,-0.371,0.5,-0.8,0.35,0.18
TNNI2,45,-0.287,0.5,-0.6,0.25,0.12
TNS1,117,-1.16,0.5,-2.5,1.85,0.92
TOGARAM2,40,-0.227,0.5,-0.4,0.18,0.08
TOLLIP.DT,11,-0.401,0.5,-0.8,0.39,0.19
TOX2,17,0.442,0.5,0.9,0.43,0.22
TPI1P1,7,0.043,0.5,0.1,0.03,0.01
TPM1,331,-0.931,0.5,-2,1.36,0.69
TPPP3,260,-0.842,0.5,-1.7,1.02,0.52
TPRG1.AS1,13,-0.31,0.5,-0.6,0.27,0.13
TRAV10,36,0.187,0.5,0.4,0.15,0.07
TRAV12.1,63,0.695,0.5,1.5,0.85,0.43
TRAV12.2,215,1.153,0.5,2.5,1.9,0.95
TRAV12.3,94,0.806,0.5,1.6,0.93,0.48
TRAV13.1,142,0.517,0.5,1.1,0.6,0.3
TRAV13.2,92,0.9,0.5,1.7,1.05,0.54
TRAV19,152,1.626,0.5,3.5,3.27,1.54
TRAV2,30,0.394,0.5,0.7,0.33,0.16
TRAV20,58,0.9,0.5,1.7,1.05,0.54
TRAV21,85,1.04,0.5,2.1,1.47,0.74
TRAV26.1,101,0.824,0.5,1.7,1.06,0.54
TRAV26.2,24,1.784,0.5,3.2,2.93,1.38
TRAV29DV5,119,1.021,0.5,2,1.3,0.66
TRAV3,61,0.62,0.5,1.2,0.65,0.33
TRAV41,25,0.942,0.5,1.9,1.28,0.65
TRAV5,35,0.864,0.5,1.8,1.14,0.58
TRAV6,37,0.297,0.5,0.6,0.27,0.13
TRAV8.1,37,0.899,0.5,1.8,1.15,0.59
TRAV8.2,55,0.941,0.5,1.8,1.14,0.58
TRAV8.3,21,0.529,0.5,1,0.5,0.25
TRAV8.6,65,1.009,0.5,2.2,1.57,0.79
TRBV10.3,98,0.685,0.5,1.4,0.78,0.4
TRBV11.2,68,0.873,0.5,1.7,1.05,0.54
TRBV12.5,14,0.556,0.5,1,0.51,0.26
TRBV13,17,0.952,0.5,1.9,1.26,0.64
TRBV18,75,0.332,0.5,0.7,0.33,0.17
TRBV19,307,0.852,0.5,1.8,1.12,0.57
TRBV27,162,1.511,0.5,2.9,2.46,1.19
TRBV29.1,215,1.085,0.5,2.4,1.76,0.88
TRBV3.1,100,0.642,0.5,1.4,0.81,0.42
TRBV5.1,221,0.913,0.5,1.9,1.28,0.65
TRBV5.4,79,0.614,0.5,1.2,0.66,0.34
TRBV6.1,62,0.487,0.5,0.9,0.45,0.23
TRBV7.2,210,0.807,0.5,1.5,0.86,0.44
TRBV9,102,0.628,0.5,1.3,0.69,0.35
TRDV1,73,2.767,0.5,5.8,8.2,4.71
TRGC1,239,0.848,0.5,1.7,1.02,0.52
TRGV2,69,1.985,0.5,4.1,4.38,2.14
TRGV7,13,0.789,0.5,1.7,1.03,0.53
TRGV8,38,1.829,0.5,4.1,4.32,2.11
TRIM46,21,0.054,0.5,0.1,0.04,0.02
TRIM61,58,0.857,0.5,1.8,1.18,0.6
TRIM7.AS2,11,0.237,0.5,0.5,0.21,0.1
TRPC1,34,-0.276,0.5,-0.6,0.25,0.12
TRPM4,40,-1.882,0.5,-3.6,3.54,1.67
TSC22D1,1117,-0.446,0.5,-1,0.48,0.25
TSHZ2,130,0.947,0.5,2.1,1.42,0.72
TSPAN13,435,0.642,0.5,1.3,0.71,0.36
TSPAN6,23,0.445,0.5,0.9,0.45,0.23
TSPOAP1,105,-0.842,0.5,-1.6,0.96,0.49
TSSK4,17,-1.238,0.5,-2.5,1.86,0.93
TTC21A,66,-1.471,0.5,-2.7,2.19,1.07
TTC28,31,-0.408,0.5,-0.9,0.44,0.22
TTC39A,15,0.114,0.5,0.2,0.08,0.04
TTC39C.AS1,26,0.507,0.5,1,0.48,0.24
TTK,21,0.655,0.5,1.5,0.83,0.43
TTN,90,-0.954,0.5,-2,1.39,0.71
TUBB2A,36,1.185,0.5,2.2,1.57,0.79
TUBG2,45,-0.294,0.5,-0.6,0.26,0.13
TUBGCP6,494,-1.085,0.5,-2.1,1.44,0.73
TUSC1,13,-0.037,0.5,-0.1,0.03,0.01
TVP23C,36,-0.006,0.5,0,0,0
TXNDC5,4128,1.634,0.5,3.1,2.76,1.32
TXNRD3,22,-0.348,0.5,-0.7,0.3,0.15
UACA,69,-0.649,0.5,-1.4,0.76,0.39
UBAC2.AS1,22,1.291,0.5,2.6,2,0.99
UFSP1,10,0.27,0.5,0.6,0.24,0.12
UGGT2,44,-0.211,0.5,-0.5,0.19,0.09
UNC45B,17,0.459,0.5,0.9,0.41,0.2
UNC5CL,18,-1.085,0.5,-2.1,1.4,0.71
UNKL,89,-1.14,0.5,-2.1,1.48,0.75
UPK3A,52,-0.573,0.5,-1.1,0.6,0.3
UQCRFS1P1,15,0.062,0.5,0.1,0.04,0.02
UQCRHL,137,-0.166,0.5,-0.4,0.14,0.07
USP44,58,1.024,0.5,2.1,1.47,0.74
USP46.DT,11,-1.273,0.5,-2.6,2.02,1
USP51,20,0.517,0.5,1.1,0.57,0.29
VAMP1,163,-0.648,0.5,-1.2,0.66,0.34
VAMP1.AS1,9,-0.667,0.5,-1.2,0.66,0.34
VAV3.AS1,36,-0.376,0.5,-0.8,0.35,0.18
VCAN,18513,-0.885,0.5,-2,1.31,0.66
VCAN.AS1,82,0.614,0.5,1.2,0.63,0.32
VDAC2P5,10,0.35,0.5,0.7,0.31,0.15
VIRMA.DT,9,0.1,0.5,0.2,0.07,0.03
VNN1,572,-0.605,0.5,-1.1,0.59,0.3
VNN2,1979,-0.578,0.5,-1.3,0.7,0.36
VSIG10,28,0.137,0.5,0.3,0.12,0.06
VSIG4,103,-0.352,0.5,-0.7,0.32,0.16
WASH4P,16,-0.222,0.5,-0.4,0.18,0.08
WBP2NL,11,-0.517,0.5,-1.1,0.54,0.27
WDFY3.AS2,13,-0.59,0.5,-1.1,0.57,0.29
WDHD1,100,0.246,0.5,0.5,0.22,0.1
WDR17,26,-1.014,0.5,-2.2,1.52,0.77
WDR27,62,-0.887,0.5,-1.9,1.24,0.63
WDR76,244,0.763,0.5,1.7,1.03,0.53
WDR86.AS1,86,0.729,0.5,1.3,0.75,0.38
WLS,307,-0.656,0.5,-1.4,0.79,0.4
WNT16,18,1.23,0.5,2.3,1.66,0.83
WWP1.AS1,11,-0.126,0.5,-0.3,0.1,0.05
WWTR1,13,-0.164,0.5,-0.3,0.13,0.06
XAF1,1344,-1.453,0.5,-2.8,2.3,1.13
XNDC1N,18,-0.332,0.5,-0.6,0.28,0.14
XPNPEP2,22,0.542,0.5,1.1,0.58,0.3
XRCC2,10,-0.562,0.5,-1.1,0.59,0.3
XYLB,23,-0.422,0.5,-0.9,0.45,0.23
YY2,15,0.171,0.5,0.4,0.15,0.07
ZBED1.1,562,-0.306,0.5,-0.6,0.28,0.14
ZBED6,294,-0.794,0.5,-1.7,1.03,0.53
ZBTB3,34,-0.291,0.5,-0.6,0.26,0.13
ZBTB47.AS1,56,-1.193,0.5,-2.6,2.07,1.02
ZCCHC18,36,1.55,0.5,3,2.55,1.23
ZDHHC1,40,-0.41,0.5,-0.9,0.42,0.21
ZFAND2A.DT,32,0.337,0.5,0.7,0.32,0.16
ZMAT1,192,-0.984,0.5,-2.1,1.47,0.74
ZMYND15,38,-1.154,0.5,-2.3,1.64,0.82
ZNF135,15,0.163,0.5,0.3,0.12,0.06
ZNF165,13,0.484,0.5,1,0.51,0.26
ZNF177,14,0.585,0.5,1.1,0.57,0.29
ZNF185,1183,-0.687,0.5,-1.4,0.83,0.43
ZNF236.DT,29,0.05,0.5,0.1,0.04,0.02
ZNF239,31,0.314,0.5,0.6,0.27,0.13
ZNF321P.1,27,-0.222,0.5,-0.4,0.18,0.09
ZNF365,53,0.489,0.5,1,0.49,0.25
ZNF396,32,-0.664,0.5,-1.4,0.77,0.4
ZNF483,98,0.264,0.5,0.5,0.22,0.11
ZNF491,15,0.121,0.5,0.3,0.1,0.04
ZNF501,68,0.477,0.5,1,0.53,0.27
ZNF516,509,-0.897,0.5,-1.9,1.23,0.62
ZNF547,29,0.093,0.5,0.2,0.06,0.03
ZNF566.AS1,14,-0.098,0.5,-0.2,0.07,0.03
ZNF572,26,0.582,0.5,1.3,0.69,0.35
ZNF573,30,-0.765,0.5,-1.5,0.89,0.46
ZNF606.AS1,40,-0.067,0.5,-0.1,0.05,0.02
ZNF662,18,-0.418,0.5,-0.8,0.36,0.18
ZNF665,23,0.099,0.5,0.2,0.07,0.03
ZNF667.AS1,57,0.204,0.5,0.4,0.16,0.08
ZNF687.AS1,10,-0.219,0.5,-0.4,0.17,0.08
ZNF691.DT,13,0.062,0.5,0.1,0.04,0.02
ZNF697,64,-0.954,0.5,-2,1.34,0.68
ZNF749,101,-0.049,0.5,-0.1,0.03,0.01
ZNF763,61,-0.278,0.5,-0.6,0.26,0.13
ZNF771,17,1.061,0.5,2.4,1.73,0.87
ZNF804A,23,-0.614,0.5,-1.3,0.74,0.38
ZNF818P,53,-0.675,0.5,-1.3,0.74,0.38
ZNF83,352,-0.997,0.5,-2.1,1.49,0.75
ZNF850,34,0.302,0.5,0.7,0.29,0.14
ZNRF3,12,0.261,0.5,0.6,0.24,0.12
ZSCAN31,15,-0.264,0.5,-0.5,0.21,0.1
ZSWIM5,21,0.689,0.5,1.4,0.76,0.39
ABCA2,450,0.018,0.4,0,0.01,0.01
ABCB1,378,0.581,0.4,1.4,0.8,0.41
ABCB6,35,-0.198,0.4,-0.6,0.24,0.12
ABCB9,59,-0.27,0.4,-0.6,0.28,0.14
ABCC10,178,-0.363,0.4,-0.9,0.45,0.23
ABCD2,461,0.803,0.4,2.1,1.43,0.72
ABLIM1,3553,0.445,0.4,1,0.52,0.26
ACACB,106,-0.343,0.4,-0.8,0.37,0.18
ACAP3,226,-1.067,0.4,-2.6,2.05,1.01
ACE,60,0.718,0.4,1.6,1,0.51
ACER2,24,-0.018,0.4,0,0.01,0.01
ACP3,236,-0.713,0.4,-1.9,1.21,0.62
ACSBG1,161,-0.776,0.4,-1.9,1.27,0.64
ACSL1,1278,-0.81,0.4,-2.2,1.51,0.77
ACSL6,612,1.03,0.4,2.5,1.9,0.94
ACTA2,100,0.6,0.4,1.5,0.86,0.44
ACTL10,29,0.461,0.4,1.2,0.62,0.32
ADAM15,682,-1.117,0.4,-2.8,2.24,1.09
ADAM22,53,0.74,0.4,1.8,1.17,0.6
ADAM28,348,0.29,0.4,0.7,0.33,0.17
ADAM9,447,-0.826,0.4,-2.1,1.5,0.76
ADAMTSL4,320,-1.176,0.4,-2.7,2.12,1.04
ADGRA2,97,-1.035,0.4,-2.6,2.01,0.99
ADGRE1,905,-0.171,0.4,-0.4,0.17,0.08
ADGRE2,936,-0.998,0.4,-2.6,1.97,0.98
ADGRL1,164,-0.049,0.4,-0.1,0.05,0.02
ADNP.AS1,27,-0.489,0.4,-1.2,0.67,0.34
ADORA2A,426,0.815,0.4,2.2,1.59,0.8
ADORA3,37,-0.3,0.4,-0.8,0.35,0.17
ADSS1,31,-0.712,0.4,-1.6,1,0.51
AEBP1,101,-0.179,0.4,-0.5,0.19,0.09
AFAP1.AS1,71,0.363,0.4,1,0.47,0.24
AFAP1L2,61,0.262,0.4,0.7,0.29,0.14
AFDN,139,-0.27,0.4,-0.7,0.34,0.17
AFG3L1P.1,116,-0.972,0.4,-2.5,1.95,0.96
AGMAT,120,0.505,0.4,1.3,0.68,0.34
AHI1,53,-0.377,0.4,-1,0.5,0.25
AHR,1884,-1.253,0.4,-3.2,2.81,1.34
AHSA2P.1,763,-1.296,0.4,-3.1,2.65,1.27
AIFM3,62,-1.716,0.4,-3.9,3.96,1.89
AJM1,47,0.677,0.4,1.9,1.22,0.62
AK4,45,-0.412,0.4,-1,0.47,0.24
ALDH2,2724,-0.538,0.4,-1.3,0.74,0.38
ALDH3B1,894,-0.693,0.4,-1.9,1.24,0.63
ALDH5A1,333,0.735,0.4,1.8,1.13,0.58
ALDH7A1,33,0.013,0.4,0,0.01,0
ALG10B,148,-0.024,0.4,-0.1,0.02,0.01
AMIGO1,375,0.672,0.4,1.7,1.09,0.56
AMOTL1,30,-0.576,0.4,-1.3,0.73,0.38
ANG,93,-0.085,0.4,-0.2,0.07,0.03
ANGPT1,37,-1.041,0.4,-2.4,1.76,0.88
ANK1,74,-0.312,0.4,-0.7,0.34,0.17
ANK3,156,0.035,0.4,0.1,0.03,0.01
ANKAR,34,0.207,0.4,0.5,0.2,0.09
ANKEF1,111,0.664,0.4,1.7,1.03,0.53
ANKHD1.DT,24,0.1,0.4,0.2,0.09,0.04
ANKRD13C.DT,45,0.747,0.4,2.1,1.41,0.71
ANKRD13D,599,-1.368,0.4,-3.4,3.22,1.52
ANKRD19P.1,11,-0.428,0.4,-1,0.52,0.26
ANKRD33B,113,-0.215,0.4,-0.5,0.21,0.1
ANKS3,41,-0.942,0.4,-2.1,1.44,0.73
ANKS6,95,0.843,0.4,2,1.34,0.68
ANKZF1,501,-0.674,0.4,-1.9,1.24,0.63
ANO8,87,-1.18,0.4,-2.8,2.31,1.13
ANXA2R.AS1,60,-1.16,0.4,-3,2.57,1.23
AP1AR.DT,13,-0.754,0.4,-1.7,1.05,0.54
AP1G2,823,-0.909,0.4,-2.3,1.63,0.82
APBA1,19,-0.196,0.4,-0.5,0.19,0.09
APBA2,419,0.36,0.4,1,0.47,0.24
APOBEC3D,161,-0.139,0.4,-0.3,0.13,0.06
APOM,21,-0.184,0.4,-0.5,0.21,0.1
ARGLU1,1718,-0.335,0.4,-1,0.47,0.24
ARHGAP11A.DT,45,-0.511,0.4,-1.3,0.74,0.38
ARHGAP11B.DT,35,-0.816,0.4,-2.2,1.5,0.76
ARHGAP24,179,-0.148,0.4,-0.4,0.15,0.07
ARHGAP5,595,0.092,0.4,0.3,0.1,0.04
ARHGEF10L,341,-1.222,0.4,-3.3,3.06,1.44
