symbol,baseMean,log2FoldChange,lfcSE,stat,minus_log10_pvalue,minus_log10_padjvalue
RMI2,66,0.91,0.4,2.2,1.58,0.79
EBF1,89,0.909,0.4,2,1.37,0.68
UBAC2.AS1,21,0.909,0.3,2.8,2.33,1.24
RASGRP3,294,0.907,0.4,2.4,1.82,0.92
ZNF295.AS1,8,0.907,0.8,1.2,0.62,0.28
FFAR2,63,0.906,0.4,2,1.38,0.68
NAV2,12,0.906,0.8,1.1,0.55,0.25
ASPM,27,0.904,0.4,2.3,1.67,0.83
CENPE,18,0.904,0.4,2.5,1.94,0.99
SNRPG,1354,0.903,0.2,4,4.18,2.34
CKAP2.DT,9,0.902,0.4,2.3,1.63,0.81
PRSS16,7,0.9,0.6,1.5,0.91,0.42
VMO1,52,0.895,0.5,1.8,1.16,0.56
ESCO2,17,0.894,0.4,2,1.36,0.67
RPS27AP5,140,0.894,0.2,4.5,5.12,2.86
SCUBE2,13,0.894,0.7,1.3,0.7,0.32
SNORD3A,36,0.894,0.8,1.1,0.59,0.27
H1.4,15,0.893,0.5,1.7,1.05,0.5
KIF4A,8,0.893,0.5,1.7,1.09,0.52
LARGE1,90,0.893,0.5,1.6,1,0.47
TMEM238,19,0.892,0.4,2,1.37,0.68
CPNE5,361,0.891,0.4,2.3,1.71,0.85
MSC,44,0.89,0.5,1.9,1.27,0.62
ZFAND2A.DT,38,0.89,0.4,2.4,1.82,0.92
MTND2P28,3459,0.889,0.8,1.1,0.57,0.26
CD40,389,0.887,0.3,2.9,2.44,1.29
MITA1,11,0.887,0.5,1.9,1.19,0.58
ZWINT,69,0.887,0.2,3.7,3.75,2.12
ORC6,24,0.886,0.4,2.2,1.52,0.75
RPS3AP6,567,0.886,0.2,4.3,4.86,2.72
NKILA,10,0.885,0.5,1.7,1.1,0.53
GINS2,40,0.883,0.4,2.1,1.48,0.74
MEF2C.AS1,47,0.883,0.4,2.1,1.5,0.74
SYNE3.AS1,11,0.883,0.6,1.5,0.91,0.43
BOLA2,205,0.881,0.2,3.9,4,2.27
FUT10,67,0.88,0.3,2.6,1.97,1.01
C12orf57,1491,0.878,0.3,3.5,3.31,1.84
CHL1,37,0.878,0.7,1.3,0.7,0.32
IGLV7.43,29,0.877,0.5,1.7,1.01,0.48
CNBD2,23,0.873,0.5,1.7,1.04,0.49
CNPY2.AS1,63,0.872,0.3,2.6,1.97,1.01
RPL21P28,19,0.871,0.3,2.6,2.01,1.03
RPL35,18436,0.869,0.2,5.1,6.51,3.72
IGHV3.13,17,0.868,0.5,1.6,0.98,0.46
RPS7,36957,0.868,0.2,5.5,7.51,4.32
RPL13AP7,21,0.866,0.4,2.2,1.59,0.79
CDCA5,21,0.864,0.4,2.2,1.57,0.78
FAM111B,56,0.864,0.4,2.2,1.6,0.8
GMNN,96,0.864,0.2,3.7,3.71,2.09
RGPD1,173,0.864,0.3,3.2,2.82,1.53
LINC02422,54,0.862,0.4,2,1.38,0.68
NME1,439,0.862,0.2,4.8,5.81,3.25
LHFPL1,9,0.86,0.6,1.5,0.87,0.4
RPS5,18566,0.859,0.2,3.9,4.01,2.27
GATA3.AS1,10,0.858,0.5,1.6,0.97,0.45
RPL27A,48347,0.858,0.2,5,6.15,3.44
CD8B,2083,0.857,0.5,1.9,1.24,0.61
CD9,477,0.857,0.4,2,1.37,0.68
RPS3P3,22,0.855,0.3,3,2.61,1.4
ZNF233,11,0.855,0.4,2,1.38,0.68
IGKV2.30,114,0.854,0.5,1.8,1.18,0.57
RPSAP12,44,0.854,0.3,3.2,2.93,1.6
TMT1B,7,0.854,0.6,1.4,0.79,0.37
IGHV3.43,18,0.853,0.6,1.5,0.88,0.41
AIM2,217,0.851,0.3,2.9,2.37,1.26
RPL5P1,8,0.85,0.4,2.2,1.56,0.77
CBR3,97,0.849,0.3,3,2.59,1.38
PSMC3IP,61,0.849,0.3,3,2.58,1.38
A2M,10,0.848,0.6,1.5,0.84,0.39
PHGDH,73,0.848,0.3,3.2,2.84,1.55
RPL17P36,7,0.847,0.4,1.9,1.24,0.61
IRF6,21,0.846,0.4,2,1.39,0.69
KCNMA1,26,0.846,0.6,1.5,0.84,0.39
RPS14,69448,0.846,0.2,4.7,5.57,3.09
LINC00471,7,0.844,0.5,1.5,0.91,0.42
ZNF593,110,0.844,0.2,3.4,3.16,1.75
CCNB3,7,0.843,0.7,1.3,0.68,0.31
H2AC25,96,0.843,0.2,3.7,3.71,2.09
RPS14P8,43,0.843,2,0.4,0.17,0.07
RPS15A,40930,0.843,0.2,4.5,5.25,2.9
RPS3AP26,311,0.843,0.2,4.1,4.45,2.52
SYNPO,99,0.842,0.4,1.9,1.27,0.62
VAMP5,669,0.842,0.3,3,2.52,1.34
NUGGC,52,0.841,0.4,2.3,1.67,0.83
TMEM44,12,0.841,0.4,1.9,1.23,0.6
EEF1A1P12,23,0.84,0.3,2.7,2.15,1.12
GZMH,2351,0.84,0.5,1.8,1.1,0.53
TRBV27,140,0.839,0.4,2.1,1.47,0.73
CAMP,13,0.838,0.6,1.4,0.82,0.38
IGLV2.14,249,0.837,0.4,2,1.38,0.68
RAD51,30,0.837,0.4,1.9,1.28,0.63
SPIB,524,0.837,0.4,1.9,1.26,0.62
CKS1B,262,0.836,0.2,4.2,4.62,2.6
AKAP3,26,0.835,0.4,1.9,1.27,0.62
NYAP1,7,0.834,0.8,1,0.51,0.23
RPS3P4,13,0.834,0.4,2,1.37,0.68
BANK1,1650,0.833,0.4,1.9,1.23,0.6
BCDIN3D.AS1,13,0.833,0.7,1.2,0.61,0.28
GEM,7,0.833,0.6,1.4,0.79,0.37
IGHV3.33,172,0.832,0.5,1.8,1.11,0.53
BUB1B,22,0.829,0.5,1.8,1.13,0.55
SCAND3,7,0.829,0.8,1.1,0.55,0.25
MRPL54,835,0.825,0.2,4.9,6.04,3.38
ROMO1,535,0.825,0.2,3.9,4.08,2.29
RPS7P1,144,0.825,0.2,4.7,5.58,3.09
ZNF404,82,0.825,0.3,2.9,2.37,1.26
RPL13AP5,429,0.824,0.2,4.2,4.53,2.56
SP2.AS1,54,0.824,0.2,3.4,3.16,1.75
TMEM256,227,0.824,0.2,4,4.22,2.36
MIR3945HG,9,0.823,0.6,1.4,0.76,0.35
RSPH10B,34,0.823,0.8,1.1,0.54,0.24
EVC2,13,0.821,0.4,2.1,1.49,0.74
RPS6,92474,0.821,0.2,4.5,5.14,2.87
TEX9,38,0.821,0.6,1.4,0.78,0.36
DPH5.DT,139,0.819,0.2,3.7,3.74,2.11
RPL7AP66,15,0.819,0.3,2.5,1.89,0.96
USP9Y,483,0.819,1.3,0.6,0.27,0.12
LINC02427,7,0.817,0.7,1.1,0.57,0.26
MAP3K9.DT,9,0.817,0.5,1.6,0.99,0.47
PFDN5,14422,0.816,0.2,4.6,5.41,3
CEP15,71,0.813,0.3,3.1,2.77,1.5
PAOX,93,0.812,0.3,2.4,1.79,0.9
CENPK,193,0.811,0.5,1.8,1.13,0.55
RPS29,22248,0.811,0.2,4.1,4.47,2.53
CMC1,707,0.81,0.3,3.2,2.83,1.54
LY6E.DT,10,0.81,0.6,1.4,0.79,0.37
MAP2K4P1.1,7,0.81,0.6,1.4,0.77,0.36
NPM3,253,0.81,0.2,4.5,5.14,2.87
TMEM254.AS1,8,0.81,0.7,1.2,0.66,0.3
GPR161,7,0.809,0.5,1.5,0.85,0.4
GRK4,25,0.809,0.4,2.1,1.49,0.74
IGHV1.58,10,0.809,0.7,1.1,0.58,0.26
ZCCHC18,45,0.809,0.4,1.8,1.15,0.55
IGLV5.45,26,0.808,0.6,1.5,0.84,0.39
TMEM200A,66,0.808,0.4,1.9,1.26,0.62
P2RX5,466,0.807,0.5,1.8,1.12,0.54
PLK1,25,0.807,0.4,2.3,1.65,0.82
LINC02413,8,0.806,0.7,1.2,0.66,0.3
NXN,10,0.806,0.5,1.7,1.06,0.5
FABP5,257,0.805,0.2,3.4,3.14,1.74
CES1P1.1,91,0.803,0.4,2.1,1.47,0.73
LACTB2.AS1,15,0.803,0.5,1.6,0.93,0.43
CNR2,190,0.802,0.4,2.2,1.52,0.75
IGLV2.18,8,0.801,0.4,1.9,1.2,0.58
LINC00900,11,0.8,0.5,1.6,0.98,0.46
RPL5P34,60,0.8,0.2,3.9,3.97,2.25
RPS20P14,7,0.799,0.4,1.9,1.21,0.59
KLF8,92,0.797,0.4,2,1.34,0.66
RPL23AP74,10,0.797,0.5,1.7,1.1,0.53
SNHG5,6020,0.796,0.4,2,1.39,0.69
RPPH1,13,0.795,0.5,1.6,0.94,0.44
PARM1,119,0.794,0.4,2,1.3,0.64
FCGR1BP.1,239,0.793,0.5,1.8,1.1,0.53
RPL9,70273,0.792,0.2,3.5,3.3,1.83
TIMM8B,752,0.792,0.2,3.3,2.98,1.63
GYPE,26,0.791,0.5,1.7,1.02,0.48
MEIKIN,11,0.79,0.8,1,0.52,0.24
STAP1,491,0.79,0.5,1.6,1,0.47
TCL1A,1237,0.79,0.6,1.2,0.66,0.3
NPHP1,8,0.788,0.5,1.6,0.94,0.44
NPIPA2,8,0.788,0.8,1,0.52,0.23
OR4D1,90,0.788,0.3,2.7,2.2,1.15
RPL27,30405,0.788,0.2,4.5,5.1,2.86
WEE1,177,0.788,0.3,2.8,2.27,1.19
HOXC4,34,0.787,0.4,2,1.31,0.65
EEF1B2P6,15,0.786,0.4,2.2,1.51,0.75
IMMP1L,91,0.786,0.2,3.4,3.12,1.72
RPS3,66399,0.786,0.2,4.3,4.72,2.65
ST6GALNAC1,44,0.786,0.3,2.5,1.95,1
H4C11,22,0.784,1,0.8,0.38,0.17
LSM2,534,0.784,0.2,4.7,5.62,3.09
RPS10,27557,0.784,0.2,4.3,4.73,2.65
RAB25,7,0.783,0.4,1.9,1.21,0.59
FOXJ1,8,0.782,0.5,1.6,0.95,0.44
SUB1,5251,0.782,0.2,5,6.26,3.52
SLC7A11,20,0.781,0.5,1.5,0.83,0.39
EEF1B2,25557,0.78,0.2,4.2,4.56,2.57
G0S2,10,0.78,0.7,1.2,0.62,0.28
IGHV5.51,131,0.78,0.5,1.7,1.04,0.49
TMSB15B,32,0.78,0.7,1.1,0.59,0.27
CCDC167,266,0.779,0.2,3.6,3.54,1.99
FBXO10,58,0.779,0.3,2.9,2.42,1.28
TENT5C,800,0.779,0.3,2.2,1.6,0.8
ID3,131,0.777,0.4,2.1,1.4,0.69
NDUFB1,1055,0.777,0.2,3.8,3.8,2.15
PTPRK,139,0.776,0.5,1.5,0.87,0.4
CLEC4F,23,0.775,0.7,1.1,0.6,0.27
KIF14,11,0.775,0.5,1.7,1.02,0.48
COX7A2,1819,0.774,0.2,4.2,4.51,2.54
JUN.DT,22,0.774,0.3,2.7,2.22,1.16
MRPL48,603,0.774,0.1,5.6,7.6,4.32
TRGV5,18,0.774,0.6,1.2,0.64,0.29
YBEY,189,0.774,0.3,2.6,2.01,1.03
CD52,13734,0.773,0.2,4.2,4.51,2.55
BEND4,54,0.772,0.4,1.8,1.11,0.54
FBLN2,35,0.772,0.4,2.2,1.54,0.76
RPL22L1,745,0.771,0.2,4.3,4.86,2.72
CD80,11,0.77,0.7,1.2,0.61,0.28
ERCC6L2.AS1,115,0.77,0.3,2.7,2.19,1.14
GPAT2,30,0.77,0.4,2,1.34,0.66
SNRPD2,4409,0.77,0.2,4.7,5.53,3.07
RPL34,25025,0.769,0.2,4.4,4.91,2.75
TBC1D3,17,0.769,0.9,0.8,0.38,0.17
IL3RA.1,146,0.768,1.1,0.7,0.31,0.14
ABO,57,0.767,0.7,1.1,0.55,0.25
COX14,598,0.767,0.2,3.5,3.32,1.84
LRRN3,835,0.767,0.5,1.6,1,0.47
SPC24,10,0.767,0.5,1.4,0.82,0.38
CLEC17A,197,0.766,0.5,1.5,0.89,0.42
METRN,31,0.766,0.2,3.1,2.69,1.45
PLPP5,521,0.766,0.4,2.2,1.52,0.75
FMC1,99,0.765,0.2,3.7,3.59,2.02
ISG20,1254,0.765,0.2,3.1,2.75,1.49
LDHAP4,38,0.764,0.6,1.2,0.63,0.29
TEX30,155,0.764,0.2,3.9,4.02,2.27
TNKS2.DT,7,0.764,0.9,0.9,0.42,0.18
SERPINI1,143,0.763,0.3,2.6,2.06,1.07
SGO1,21,0.763,0.3,2.6,2.05,1.06
CR2,312,0.762,0.5,1.5,0.87,0.4
IFT57,582,0.762,0.3,2.8,2.24,1.17
COX7B,1821,0.761,0.2,3.6,3.44,1.92
RLN1,8,0.761,0.5,1.6,0.94,0.44
SGCD,8,0.761,0.7,1.1,0.57,0.26
NRIP3,21,0.76,0.6,1.3,0.7,0.32
TOMM20,4591,0.76,0.2,4.3,4.84,2.71
PLCXD1,44,0.758,1.1,0.7,0.29,0.13
RPS12,39731,0.758,0.2,4.2,4.58,2.58
CD22,1161,0.757,0.5,1.5,0.88,0.41
FAM162A,580,0.756,0.1,5.3,6.94,3.98
IGHV2.26,16,0.756,0.5,1.5,0.85,0.39
SIT1,724,0.756,0.3,2.4,1.8,0.91
TP53TG1,191,0.756,0.2,4.3,4.76,2.67
ENTPD3.AS1,113,0.755,0.2,3.3,3.09,1.7
ACOT1,25,0.754,0.6,1.2,0.64,0.29
H2AC19,270,0.754,0.3,2.4,1.77,0.89
ZSCAN16.AS1,144,0.754,0.2,4.8,5.71,3.17
DNAJC9.AS1,29,0.753,0.3,2.8,2.34,1.24
PRDX4,501,0.753,0.2,4.1,4.33,2.43
RPL32P18,33,0.753,0.3,3,2.57,1.37
S100B,256,0.753,0.8,1,0.49,0.22
CCND1,22,0.752,0.3,2.4,1.76,0.89
CCNY.AS1,12,0.752,0.4,2,1.3,0.64
BCAS4,195,0.75,0.3,2.2,1.54,0.77
LINC02132,22,0.75,0.4,2.1,1.42,0.7
DCTPP1,490,0.749,0.2,4.5,5.1,2.86
RPS6P25,8,0.749,0.5,1.4,0.81,0.37
AP3B2,7,0.748,0.9,0.8,0.4,0.18
FNDC11,10,0.748,0.8,1,0.48,0.21
RUBCNL,476,0.748,0.4,1.9,1.23,0.6
DIRC3,7,0.747,0.8,1,0.49,0.22
FCER2,714,0.746,0.5,1.4,0.76,0.35
GBA1LP.1,144,0.746,0.4,1.7,1.08,0.52
ELL3,37,0.745,0.5,1.4,0.8,0.37
RPSA,41516,0.745,0.2,3.8,3.81,2.15
DNAJC5B,21,0.744,0.6,1.3,0.7,0.32
HS3ST1,34,0.744,0.5,1.6,0.93,0.43
SPA17,38,0.744,0.3,2.4,1.75,0.88
CIMAP3,7,0.742,0.6,1.3,0.72,0.33
MACC1.OT1,273,0.742,0.2,3.5,3.4,1.89
PTMAP2,7,0.742,0.4,1.7,1.02,0.48
SLC27A5,63,0.742,0.2,4,4.15,2.32
CYTOR,650,0.741,0.3,2.3,1.69,0.84
SIGLEC6,53,0.741,0.3,2.2,1.61,0.8
SNHG30,207,0.741,0.2,3.1,2.75,1.49
CD3D,3664,0.74,0.3,2.7,2.16,1.13
NDUFB7,555,0.74,0.2,4.2,4.5,2.54
NPEPPSP1.2,64,0.739,0.7,1.1,0.56,0.25
PDCD1LG2,16,0.739,0.5,1.4,0.76,0.35
SMIM10L3,30,0.739,2.7,0.3,0.11,0.04
ARMC9,19,0.738,0.7,1,0.5,0.23
PPP1R3B.DT,7,0.738,0.8,0.9,0.44,0.2
ZNF608,28,0.738,0.6,1.3,0.7,0.32
RPS7P10,21,0.737,0.3,2.8,2.27,1.19
SMIM15.AS1,15,0.737,0.7,1.1,0.58,0.26
DMKN,10,0.736,0.5,1.6,0.95,0.44
NDUFA11,1039,0.736,0.2,4.3,4.83,2.71
SELENOH,1272,0.736,0.2,3.8,3.82,2.16
MRPL13,535,0.735,0.2,3.7,3.71,2.09
NUDT2,288,0.735,0.3,2.8,2.29,1.2
C4B,32,0.734,0.9,0.8,0.4,0.18
ZNF860,74,0.734,0.6,1.2,0.64,0.29
ANGPTL6,8,0.733,0.5,1.6,0.94,0.44
RPS9P2,12,0.733,0.3,2.5,1.87,0.95
LINC02384,181,0.732,0.4,1.8,1.17,0.57
MTLN,122,0.732,0.3,2.9,2.44,1.29
PAWR,147,0.732,0.4,1.9,1.24,0.6
PDZK1,12,0.732,0.5,1.5,0.87,0.4
BLK,511,0.731,0.4,1.7,1.04,0.49
PRECSIT,13,0.731,0.7,1,0.53,0.24
PRMT5.AS1,19,0.731,0.6,1.2,0.66,0.3
ETV2,8,0.73,0.5,1.6,0.94,0.44
GIRGL,9,0.73,0.5,1.6,0.95,0.45
HINT1,4886,0.73,0.2,4.7,5.52,3.06
RPS8,51212,0.73,0.2,4.5,5.24,2.89
ZNF8.DT,57,0.73,0.3,2.4,1.84,0.94
UQCC5,90,0.729,0.2,3.5,3.26,1.8
SYNM,93,0.728,0.5,1.6,0.97,0.46
SELENOK,983,0.727,0.2,4.5,5.19,2.89
GINS1,32,0.726,0.2,3,2.57,1.37
LARGE2,56,0.726,0.5,1.5,0.88,0.41
LINC01943,16,0.726,0.4,1.6,0.98,0.46
LINC01366,11,0.725,0.4,1.7,1.06,0.5
ALDH1L1.AS1,12,0.724,0.5,1.3,0.73,0.34
BRME1,16,0.724,0.8,0.9,0.41,0.18
EMG1,807,0.724,0.1,4.9,5.98,3.35
PPIL1,423,0.724,0.2,3.6,3.46,1.93
EGLN3,83,0.723,0.3,2.3,1.71,0.85
SCN3A,88,0.723,0.5,1.5,0.88,0.41
SIRT4,12,0.722,0.4,1.8,1.16,0.56
TRGV4,21,0.722,0.6,1.1,0.59,0.27
IFNG.AS1,75,0.721,0.6,1.3,0.68,0.31
NDUFA4,2365,0.721,0.2,4,4.11,2.31
ORC1,19,0.721,0.4,2,1.33,0.66
HYKK,10,0.72,0.5,1.5,0.84,0.39
RPL23AP82,12,0.72,1.2,0.6,0.27,0.12
RPL10A,29906,0.718,0.2,4.7,5.58,3.09
ACOT13,374,0.717,0.2,3.2,2.84,1.55
SLC38A4.AS1,37,0.717,0.4,1.8,1.18,0.57
CHI3L2,320,0.716,0.4,1.9,1.2,0.58
EFCAB5,9,0.716,0.6,1.1,0.58,0.26
HAGHL,45,0.716,0.4,1.9,1.24,0.6
HOPX,1462,0.716,0.4,2,1.37,0.68
NRSN2,25,0.716,0.4,2,1.31,0.64
CHPF,43,0.715,0.3,2.2,1.56,0.77
CNIH4,767,0.715,0.3,2.8,2.25,1.18
MRPS33,685,0.715,0.2,4.4,5.05,2.83
NDUFA13,1849,0.714,0.2,4.4,4.93,2.77
NDUFA2,940,0.714,0.2,3.7,3.64,2.06
DCAF8.DT,13,0.713,0.3,2.1,1.47,0.73
HMMR,24,0.712,0.4,1.8,1.14,0.55
LINC00324,388,0.712,0.2,3.2,2.91,1.59
LINC01036,10,0.712,0.5,1.4,0.78,0.36
RPL21P119,23,0.712,0.4,1.7,1.07,0.51
DSEL,59,0.711,0.3,2.2,1.54,0.76
PDXP,117,0.711,0.6,1.2,0.67,0.31
RPL17.C18orf32,86,0.711,0.4,2,1.31,0.65
TRBV7.9,136,0.711,0.4,2,1.37,0.68
SPCS2P4,8,0.71,0.3,2,1.37,0.68
B9D1,15,0.708,0.4,1.9,1.23,0.6
LINC00595,8,0.708,0.7,1,0.53,0.24
NRSN2.AS1,30,0.708,0.3,2.4,1.79,0.9
TMA7,4371,0.708,0.2,4.6,5.41,3
CMTM8,49,0.707,0.4,1.8,1.16,0.56
COPS9,958,0.707,0.2,4,4.16,2.33
LINC00539,35,0.707,0.2,2.9,2.42,1.28
LYRM4,580,0.707,0.2,4,4.24,2.38
RPL36,9841,0.707,0.2,4,4.25,2.38
LINC02968,20,0.706,0.6,1.2,0.64,0.29
RPL21P16,589,0.706,0.2,4,4.24,2.38
RPS19,20797,0.706,0.2,4.4,4.88,2.73
EMSY.DT,56,0.705,0.2,4.3,4.68,2.63
IGHV3.72,19,0.705,0.6,1.1,0.56,0.26
RPS3AP47,9,0.705,0.4,1.8,1.11,0.54
UQCRQ,808,0.705,0.2,4.1,4.34,2.44
PXDN,10,0.704,0.8,0.9,0.42,0.18
ZP3,61,0.704,0.4,1.7,1.07,0.51
AMIGO3,14,0.702,1.6,0.4,0.18,0.07
CCL3,88,0.702,0.5,1.5,0.87,0.41
RCAN2,24,0.702,0.8,0.9,0.43,0.19
RPS16,25861,0.702,0.2,4.5,5.11,2.86
TRAV14DV4,88,0.702,0.5,1.4,0.81,0.37
UBL5,1855,0.702,0.2,4,4.26,2.38
GPX7,265,0.701,0.2,3.2,2.79,1.52
LCT.AS1,7,0.701,1,0.7,0.33,0.14
ZNF781.1,59,0.701,0.3,2.2,1.52,0.75
TEKT4P2.1,52,0.7,0.7,1.1,0.55,0.25
ZNF462,10,0.7,0.6,1.1,0.55,0.25
EEF1A1P13,72,0.699,0.2,3,2.56,1.37
MT1F,53,0.699,0.3,2.8,2.28,1.19
RPL13AP25,23,0.699,0.3,2.3,1.67,0.83
GADD45GIP1,390,0.698,0.2,4.3,4.73,2.65
COL19A1,77,0.697,0.6,1.2,0.61,0.28
SMG1P1,10,0.697,2.9,0.2,0.09,0.04
DIRAS1,40,0.696,0.6,1.2,0.62,0.28
LRRC37A17P,7,0.696,1,0.7,0.3,0.13
NBL1,85,0.696,0.4,2,1.3,0.64
KMO,353,0.695,0.2,3,2.6,1.39
STK17A,2971,0.695,0.3,2.8,2.24,1.17
LCMT1.AS1,10,0.694,0.5,1.4,0.81,0.37
NEK11,30,0.694,0.4,1.8,1.12,0.54
RPS27A,45974,0.694,0.2,3.8,3.82,2.16
DYNC2I2,51,0.693,0.3,2,1.34,0.66
EPHX4,12,0.693,0.5,1.3,0.69,0.32
ZNF683,151,0.693,0.6,1.1,0.55,0.25
EML4.AS1,21,0.692,0.4,1.8,1.12,0.54
SHLD1,133,0.692,0.2,3,2.59,1.38
ZNF32,626,0.692,0.2,4.5,5.16,2.88
TMSB10,45167,0.69,0.2,4,4.14,2.32
LINC01679,15,0.689,0.3,2,1.37,0.68
MRNIP.DT,15,0.688,0.4,1.8,1.17,0.57
PCSK1N,18,0.688,0.5,1.4,0.8,0.37
FASTKD3,175,0.687,0.2,3.3,2.98,1.63
HAR1B,7,0.687,0.7,0.9,0.46,0.2
ZFAS1,3484,0.687,0.1,5.1,6.55,3.73
BEX2,246,0.686,0.3,2.2,1.57,0.78
TPM3P5,10,0.686,0.5,1.4,0.82,0.38
MRPL52,313,0.685,0.2,3.5,3.36,1.87
MTND4P12,65,0.684,0.9,0.8,0.36,0.16
P4HA2,9,0.684,0.5,1.4,0.8,0.37
LRRC8C.DT,91,0.683,0.2,2.9,2.36,1.25
TMEM14A,133,0.683,0.3,2.6,2.04,1.06
ZC2HC1C,12,0.683,0.6,1.1,0.57,0.26
MYL9,444,0.682,0.5,1.5,0.86,0.4
PLAC8,5384,0.682,0.2,3.2,2.89,1.57
RPL21,61974,0.682,0.2,3.9,4.1,2.31
TRG.AS1,608,0.682,0.3,2.2,1.6,0.79
DENND5B,171,0.681,0.5,1.5,0.88,0.41
H2AJ,446,0.681,0.2,2.7,2.2,1.15
IGKV1.37,8,0.681,0.7,0.9,0.45,0.2
RPS15AP1,8,0.681,0.5,1.4,0.79,0.36
ZNF177,16,0.68,0.4,1.8,1.13,0.55
NDC80,71,0.679,0.3,2.5,1.9,0.97
RPL36AP37,187,0.679,0.1,4.6,5.28,2.92
CERS2.AS1,382,0.677,0.2,3.6,3.48,1.95
FAM177B,77,0.676,0.6,1.1,0.55,0.25
HDGFL3,345,0.676,0.4,1.9,1.24,0.6
IER2,2661,0.676,0.3,2.3,1.64,0.82
NDUFB6,574,0.676,0.2,4.1,4.35,2.44
TMEM14B,1389,0.676,0.1,4.5,5.21,2.89
ARHGEF35.AS1,326,0.675,0.3,2.1,1.4,0.69
MRPL51,1182,0.675,0.2,3.9,3.98,2.25
NMB,15,0.674,0.4,1.8,1.18,0.57
RPL41,49497,0.674,0.2,4.3,4.76,2.67
RPL41P2,140,0.674,0.2,3,2.58,1.38
MIRLET7BHG,63,0.673,0.4,1.8,1.18,0.57
ANK1,124,0.672,0.4,1.9,1.24,0.61
IGHV4.61,69,0.672,0.6,1.2,0.61,0.28
LINC03034,13,0.671,0.5,1.4,0.79,0.36
MS4A4A,297,0.671,0.4,1.8,1.12,0.54
NT5E,555,0.671,0.4,1.5,0.9,0.42
NTAQ1,154,0.67,0.2,3.4,3.1,1.71
C12orf60,20,0.669,0.4,1.5,0.91,0.42
CDK14,265,0.669,0.3,2,1.36,0.67
LINC02762,61,0.669,0.4,1.8,1.11,0.53
RAD51AP1,47,0.669,0.2,3.1,2.76,1.49
RPL24,22587,0.669,0.2,4.2,4.6,2.59
SPINK2,26,0.669,0.4,1.8,1.16,0.56
TNNI2,53,0.669,0.3,2.2,1.51,0.75
A1BG,87,0.668,0.2,2.9,2.44,1.29
LINC01270,7,0.668,0.6,1.2,0.64,0.29
POGLUT2,17,0.668,0.3,2.2,1.52,0.75
RPL18A,39928,0.668,0.2,4.1,4.39,2.47
UXT,1638,0.668,0.1,4.5,5.18,2.89
SAR1B,1015,0.667,0.2,3.1,2.7,1.46
KLRC4.KLRK1,197,0.666,0.3,1.9,1.28,0.63
ZNF687.AS1,13,0.666,0.4,1.6,0.94,0.44
DNAJB6P1,7,0.665,0.5,1.4,0.8,0.37
SNHG29,9026,0.665,0.2,4.2,4.49,2.54
FUNDC2,1381,0.664,0.2,4,4.26,2.38
GSTM3,133,0.664,0.8,0.9,0.41,0.18
PPIAP31,9,0.664,0.3,1.9,1.25,0.61
RPL26P19,61,0.664,0.2,3.3,3.04,1.67
PTPRCAP,2296,0.663,0.3,2.3,1.64,0.82
CCDC138,74,0.662,0.3,2.5,1.92,0.98
DISP1,92,0.662,0.2,4.1,4.3,2.41
DMAC1,523,0.661,0.2,4.1,4.45,2.52
TXNDC17,448,0.661,0.2,2.9,2.49,1.33
LINC02611,87,0.66,0.3,2,1.38,0.68
PPP1R17,41,0.66,0.6,1.1,0.59,0.27
RPL17P6,158,0.66,0.2,3.3,2.98,1.63
RPLP1,28051,0.66,0.1,4.4,5,2.8
ZNF778,189,0.66,0.3,2.1,1.45,0.72
RPL8,34039,0.659,0.1,4.6,5.48,3.04
SELENOM,142,0.659,0.2,2.9,2.48,1.31
GSTO1,3103,0.658,0.3,2.3,1.65,0.82
OSER1.DT,226,0.658,0.2,3.1,2.72,1.47
BHLHE40.AS1,44,0.657,0.3,2.5,1.93,0.99
FRG1CP,56,0.657,0.6,1.1,0.56,0.25
FZD3,78,0.657,0.4,1.5,0.87,0.4
RPL32P29,197,0.657,0.2,3.9,3.98,2.25
SMDT1,1347,0.657,0.3,2.4,1.77,0.89
TMEM225B,8,0.657,0.4,1.6,1,0.47
CD1B,15,0.656,0.4,1.8,1.14,0.55
FCRL2,127,0.656,0.5,1.3,0.73,0.34
TCTN1,122,0.656,0.4,1.6,0.97,0.45
FAU,12653,0.655,0.1,4.5,5.07,2.84
RRN3P2,392,0.655,0.4,1.8,1.19,0.58
CD34,17,0.654,0.6,1.1,0.55,0.25
LDLRAD2,8,0.654,0.9,0.8,0.35,0.15
NUP153.AS1,25,0.654,0.3,2.2,1.54,0.77
BLNK,326,0.653,0.3,1.9,1.27,0.62
IFNLR1,78,0.653,0.4,1.7,1.06,0.51
NDUFB3,909,0.653,0.2,3.5,3.35,1.86
FCGR2B,511,0.652,0.4,1.7,1.07,0.51
LTB,5096,0.652,0.3,2.2,1.56,0.77
MIF,1018,0.652,0.1,4.5,5.19,2.89
MIR155HG,31,0.652,0.3,2.2,1.53,0.76
NDUFB9,2029,0.652,0.1,4.5,5.09,2.85
PSAT1,131,0.652,0.3,2.3,1.64,0.82
H4C9,16,0.651,0.5,1.4,0.79,0.37
MARCHF3,62,0.65,0.5,1.3,0.69,0.32
NTSR1,24,0.65,0.5,1.2,0.65,0.3
