Gene,baseMean,log2_FoldChange,pvalue
SUZ12P1,6.95,-0.1,0.415111037
DACT2,6.65,0.04,0.426763971
NFYA,10.38,-0.04,0.420442707
AC004836.1,8.55,-0.1,0.415615438
AC008267.5,5.62,0.17,0.442188984
WNT5B,6.88,0.04,0.42548332
LRRC1,10.29,-0.03,0.421350296
ERP29,11.79,0.01,0.42346749
SIX1,11.89,-0.04,0.421041825
KIF13A,11.44,-0.02,0.42197948
ZNF223,5.44,-0.09,0.414101965
AP001453.1,6.81,0.12,0.433210888
TMEM217,5.73,-0.14,0.409844595
VPS25,10.78,0.02,0.424084499
RBM27,10.44,-0.07,0.418466225
FMN2,4.77,-0.16,0.404721281
CORO1B,11.49,0.07,0.425872853
WDR35,11.56,-0.05,0.420173006
ANKRD36,8.01,-0.15,0.411767821
XKR6,6.66,-0.07,0.417292884
PLA2G12A,9.96,0.02,0.423813779
MTHFD2,10.08,-0.02,0.421129451
CBARP,4.4,0.19,0.450480463
PPIH,9.26,0.04,0.424748165
ABHD15,9.39,0.03,0.424507459
ARPC3,12.08,0.05,0.425380546
ITGAE,8.23,0.03,0.424301646
REV1,11,0.02,0.423352268
SPIN4,10.2,-0.03,0.42096284
UBR2,11.81,0.02,0.4233038
ADAM20P1,1.6,-0.3,0.344830211
TVP23B,10.74,0.05,0.425003043
GRAMD1C,10.08,-0.06,0.418877642
WWOX,8.99,0.06,0.426565754
MSI2,14.06,-0.03,0.421150412
PPP2CA,11.79,-0.04,0.420704865
SHISA6,4.9,0.15,0.44182595
AL133355.1,7.83,-0.05,0.419495151
HMGN2P46,4.32,0.51,0.528575592
NBR1,13.23,-0.02,0.422069565
GOSR2,9.74,0.04,0.424643283
CCDC151,11.15,-0.01,0.422477585
SRF,10.69,0.03,0.424279078
SPP1,4.28,0.3,0.46929469
CLUH,11.97,0.05,0.424758018
TAGAP,5.1,-0.11,0.411438432
ENO1-AS1,3.1,0.29,0.48909836
ANKRD11,13.09,0.01,0.423386132
GVINP1,5.52,0.2,0.444896194
ZDHHC2,11.02,-0.06,0.419540924
ERCC-00096,17.09,-0.05,0.421194202
CDT1,10.09,0.06,0.425738963
SATB1,11.93,-0.01,0.422488813
LINC01341,3.36,0.4,0.525547068
EXOC5,11.86,-0.06,0.420079689
HIP1R,10.93,0.03,0.424598928
ZNF480,9.87,-0.04,0.4199446
GFPT1,12.75,-0.04,0.421149418
DUSP8,7.39,-0.06,0.4175289
SERF1B,4.88,-0.22,0.399514182
C2CD3,12.2,-0.02,0.421706663
VHL,11.06,-0.03,0.42109164
FBXO11,11.87,-0.04,0.420717365
DCLRE1C,9.2,0.06,0.426468526
AL356740.1,5.47,0.13,0.437081115
BRAF,11.14,-0.05,0.419738738
NIPAL3,11.59,0.02,0.423316145
PLA2R1,10.22,0.04,0.42492722
GON4L,11.34,-0.03,0.421467385
AC092653.2,3.66,-0.19,0.397703429
RASGEF1B,10.27,-0.04,0.420790095
AC007038.1,3.06,-0.26,0.382422091
NCEH1,10.06,-0.03,0.420557662
RPS29,12.65,-0.03,0.421289006
LINC01605,3.82,0.23,0.465001709
ADGRF2,5.23,-0.15,0.407132563
SELENOT,11.22,-0.05,0.420098856
SNORD104,4.31,-0.2,0.39903794
CARMIL3,5.2,0.14,0.439895939
UBE2F,7.94,0.03,0.424850479
AC078881.1,4.96,0.32,0.467883857
ANP32A,11.65,0.02,0.423976436
RPA1,11.71,0.04,0.424635557
AC009061.2,4.7,-0.12,0.409411637
AC007686.2,4.42,0.19,0.450103367
AEBP2,11.19,-0.07,0.419420392
AC103591.2,3.89,-0.42,0.372443348
VCPIP1,11.84,-0.06,0.420075152
AL121601.1,3.65,0.22,0.461338542
RAG1,7.28,0.11,0.431700452
NPNT,11.16,0.04,0.424735974
AC099560.2,6.01,-0.09,0.414313503
PDCL,10.46,-0.03,0.420637373
AHR,12.18,-0.07,0.41968006
PRDX4,9.31,0.03,0.424941951
GPATCH3,8.17,-0.06,0.418010163
NLRP14,5.74,0.13,0.436382452
PIP4P1,9.62,0.04,0.42547573
COL16A1,9.93,0.07,0.426776827
PHEX,8.51,0.06,0.426783245
NECTIN1,12.69,0.05,0.424941786
MTCO1P14,0.93,-0.29,0.518710627
TMTC3,12.28,-0.05,0.420007527
C9orf84,7.79,-0.11,0.414727001
UBL3,12.35,-0.05,0.420639208
STEAP2,10.79,-0.06,0.419123613
EXOSC3,9.22,0.02,0.423908303
ZNF552,9.83,0.05,0.426017214
AC016588.2,3.93,-0.26,0.388585342
CSNK1D,12.49,-0.04,0.421118469
CPD,14.11,-0.03,0.421155915
CRIP2,11.11,-0.05,0.42042001
AC019069.1,5.38,-0.09,0.414035201
TMEM232,11.89,-0.07,0.419289011
FAM120AOS,9.75,-0.05,0.419331797
ANKHD1,5.36,-0.08,0.41500077
CYP2G2P,6.49,-0.08,0.415720409
MEIG1,7.95,0.05,0.425840231
DLGAP1-AS1,7.42,0.03,0.425534653
MT-TQ,7.31,0.13,0.432826977
AP4M1,9.75,-0.04,0.41990995
DDB1,13.42,0.03,0.423658328
TMEM92,6.67,0.09,0.430068555
NPC1L1,3.77,-0.24,0.391014515
NUDT2,8.78,0.04,0.425307205
APPL2,12.3,-0.02,0.421714445
HOOK1,11.98,-0.04,0.420417341
TTC32,7.64,0.07,0.428057274
CBX7,10.17,-0.04,0.420771717
GCH1,10.25,-0.02,0.421154216
ERC1,11.83,0.02,0.423302772
PAPPA2,5.44,-0.14,0.407899734
LRCH3,10.52,0.03,0.423938966
KALRN,10.11,-0.03,0.420569601
MFSD13A,7.07,0.06,0.428202718
CIDEB,10.11,-0.05,0.42020071
KCTD20,10.99,-0.03,0.421083764
PTRHD1,9.59,-0.05,0.419671864
HNRNPCP2,6.41,0.08,0.430706167
GMPPA,8.87,0.05,0.426380924
CERS4,10.06,0.02,0.423802161
METTL14,10.4,0.06,0.426020129
GRAMD2A,8.38,-0.09,0.417030758
TNPO2,11.95,0.03,0.424107258
BORCS7,9.82,-0.08,0.417640222
RPS15A,12.13,0.06,0.425856741
TLK2P1,4.72,0.2,0.450874583
PMAIP1,8.83,-0.05,0.419418439
GHDC,8.94,0.03,0.425037011
FHL3,6.79,0.08,0.430226021
SERPINB8,9.52,0.04,0.424688446
ARHGAP29,9.72,-0.04,0.419902986
LARGE1,9.12,-0.04,0.419726934
CAV1,9.22,0.07,0.427113847
SH3D19,11.75,-0.04,0.421022694
USP18,8.55,0.06,0.427223345
ZNF566,8.44,-0.07,0.417943218
BBS7,10.09,-0.05,0.419441352
AC004846.1,5.82,0.1,0.432252562
SLC12A7,11.82,-0.04,0.421032516
SRP14,12.69,0.02,0.423562631
PMEL,5.61,-0.06,0.416606617
ACTB,15.72,0.03,0.423755613
ZNF575,5.55,-0.12,0.410051685
ZFYVE21,10.41,0.03,0.424323156
RHOD,8.84,0.06,0.427065843
COL7A1,11.01,-0.06,0.419541035
NKX2-1,9.04,0.04,0.425227598
CYP2C8,5.42,0.06,0.428482597
GLUD1,12.43,0.01,0.423425158
SEM1,11.34,0.05,0.425220108
IL11RA,4.69,0.15,0.441506849
NHSL2,5.57,-0.07,0.414918157
MED20,9.4,-0.03,0.42041359
DPH5,9.6,0.04,0.425481983
PLEKHO2,8.21,-0.04,0.420330764
DEF6,9.63,0.05,0.426082412
AC125232.1,5.79,0.08,0.430181537
AC135983.2,7.16,-0.06,0.417372282
ITGB8,13.49,-0.04,0.421231307
NOP53,13.03,0.03,0.424281958
NR4A3,5.44,-0.13,0.41027203
SEPT2,13.82,-0.03,0.42167932
DDOST,11.88,0.03,0.424115728
MOCS2,9.67,-0.04,0.41989061
TMED1,9.47,-0.06,0.418641054
FAM86HP,4.75,-0.1,0.411007273
KPTN,7,-0.12,0.413625461
RAB27A,10.05,-0.05,0.420186744
HNRNPH2,11.58,0.03,0.424487202
ZNF814,8.52,-0.07,0.418436581
BBC3,8.18,-0.08,0.417120164
AL606834.1,4.46,0.15,0.444688997
KIAA1468,10.83,-0.03,0.420705629
MARVELD3,10.02,-0.02,0.421884561
DENND1A,10.05,-0.04,0.420372839
C9orf116,11.92,-0.02,0.421685047
CEBPZOS,11.1,-0.04,0.420584125
INTS5,10.26,0.05,0.425869501
AC011374.1,4.7,-0.18,0.401496741
ZNF747,8.23,-0.06,0.418042562
TTF2,9.84,0.04,0.425018952
OGDH,12.51,0.03,0.423732019
MMP15,10.01,-0.08,0.418485777
ZMYM3,11.05,-0.03,0.420744242
LMTK3,9.62,0.06,0.426704076
CISH,5.93,-0.05,0.418504155
HIST1H3F,10.52,0.04,0.424493305
AC090001.1,5.27,-0.18,0.404353982
PON3,6.91,0.08,0.430081803
PAXIP1-AS1,8.73,0.04,0.425320643
AL606834.2,4.71,0.09,0.433339996
DLGAP5,10.19,0.04,0.424934483
FBXO10,6.02,-0.14,0.409233238
SLC25A29,10.55,0.04,0.42522398
PDK2,9.8,0.04,0.4246293
AL512408.1,5.29,0.16,0.442348966
RCL1,9.05,-0.04,0.420541276
RPTOR,10.54,0.06,0.425605964
RASA3,10.34,-0.04,0.420435264
ARSEP1,3.48,0.19,0.456883146
ZNRF2P2,6.13,-0.13,0.410955799
FGF14,9.61,0.07,0.426917606
TOX3,10.07,-0.02,0.421888452
TIMM23,10.89,0.03,0.424251367
RHPN1-AS1,7.31,-0.07,0.417223867
AC121757.1,5.02,-0.2,0.402241321
IL18,9.25,-0.05,0.419561675
ZNF768,10.63,0.04,0.424473976
TSPAN7,5.21,0.08,0.431030619
TMED3,10.39,0.04,0.425264736
PRPF8,14.31,-0.02,0.421845186
RWDD1,10.08,0.06,0.42574264
EFNA3,6.78,0.06,0.427283701
REPS2,10.24,-0.03,0.421342917
G2E3,10.26,-0.09,0.417671075
EDRF1,9.11,-0.08,0.418091793
AC008154.2,1.37,-0.51,0.342704492
ZNF585B,9.67,0.04,0.425058918
U2AF2,12.62,0.04,0.424184397
ELOVL4,6.89,0.1,0.431865909
C9orf152,9.51,0.03,0.424892558
FTO,12.5,-0.03,0.421270189
FKBP3,10.26,0.03,0.423970823
SPTSSB,7.94,0.09,0.429843533
CABLES1,7.88,0.05,0.426858188
HIF1A,12.12,-0.04,0.420757077
TTC4,4.97,0.14,0.440097333
CENPB,11.63,0.05,0.424820413
CSPG4,7.92,-0.1,0.415552498
KIRREL1,8.86,-0.05,0.419000154
PPFIBP1,10.08,0.06,0.425743134
BARX2,9.14,0.07,0.427142286
PAN3-AS1,5,0.09,0.433506778
ZNF232,9.07,-0.04,0.42012797
SRSF11,11.75,-0.05,0.42053889
YES1,12.14,-0.05,0.420604603
CNFN,7.06,0.09,0.430233735
PCMTD1,11.35,-0.05,0.419793532
WEE2-AS1,8.13,-0.05,0.419152784
SLC35E2B,11.04,-0.02,0.421260973
UXT-AS1,3.87,-0.24,0.390960791
KRAS,11.27,-0.07,0.419107247
PTPN20CP,4.31,0.14,0.442827317
NPTX2,3.9,-0.54,0.360551975
IFNAR1,12.18,-0.04,0.420452809
MAP2K1,9.98,0.03,0.424008712
DARS,11.23,0.02,0.423337703
KLHDC4,9.64,-0.06,0.419493932
CCDC107,7.81,0.05,0.426398928
KCNS1,5.11,-0.23,0.398207052
KCNJ16,7.99,0.09,0.428833845
CCDC180,7.55,0.09,0.429210196
RDM1,4.46,-0.17,0.402205954
AC083798.2,5.71,-0.1,0.413533944
CDC42BPA,12.62,-0.03,0.421586751
FAM3B,9.04,-0.04,0.420539299
LINC00958,8.17,0.03,0.424311628
SPINT2,13.43,0.04,0.42466851
LEF1,7.93,0.06,0.427593098
IMPACT,10.84,-0.04,0.420183525
COL22A1,6.01,-0.14,0.409240443
PMS2P3,6.42,0.07,0.428493482
AP000350.6,3.66,-0.24,0.38836558
CDH23,6.95,-0.1,0.414596274
PRR29,12.22,-0.04,0.420772485
TCEAL3,9.72,-0.02,0.421073824
ZNF142,9.78,0.04,0.4254318
LRRC8A,12.24,0.04,0.424549851
AC012213.1,3.74,-0.1,0.407125929
NADK2,10.08,0.04,0.424961375
WDR53,7.93,0.1,0.429646519
MBTPS2,9.68,0.03,0.42445125
DAAM2,4.66,-0.17,0.403814227
SNORA80D,3.59,0.21,0.461371977
DNAJB13,10.04,-0.05,0.419425806
VPS9D1,8.86,-0.04,0.420498727
MCCC2,11.55,-0.02,0.421321892
ERCC4,10.63,-0.05,0.419600454
AL354718.1,6.98,0.05,0.427411621
TLK1,11.92,-0.04,0.420405417
ZNF839,8.99,0.04,0.424809024
FAM98B,10.73,-0.09,0.41823783
ZNF567,7.83,0.07,0.427909671
ZNF711,7.9,-0.03,0.420957372
ANAPC1,10.9,0.02,0.423358803
TMX2,11,0.03,0.423881891
IDE,11.75,-0.04,0.421022568
GNB1,13.26,-0.02,0.421781864
SHH,4.86,0.12,0.438604757
ZFP1,8.2,-0.1,0.416236783
SNRK,10.94,-0.03,0.421075951
RPS15,13.38,-0.03,0.421360607
IL17RD,8.89,-0.03,0.420286217
PHYKPL,8.61,-0.05,0.419779005
AP002008.3,1.44,0.38,0.783527802
CHTF18,9.08,0.08,0.42740139
RBBP9,10.41,-0.03,0.421365494
MIR762HG,6.18,0.08,0.431008467
WRB,11.17,-0.02,0.421619756
POLR2J4,5.35,-0.12,0.410325617
CCNI2,5.54,-0.11,0.411643689
PKN2,11.79,-0.03,0.420863187
HAX1,10.58,0.04,0.424483981
ARFGEF1,12.83,-0.05,0.420416293
GAB3,4.53,-0.31,0.388745715
CR381653.1,4.86,-0.26,0.395629086
TBPL1,9.36,-0.04,0.420204408
LINC00339,8.08,0.06,0.427489847
METTL22,7.27,-0.08,0.416452532
DEPDC1,10.03,-0.07,0.419057526
C1QTNF4,5.26,-0.12,0.409367107
ZNF688,9.83,0.06,0.426219681
CMTM3,7.15,0.12,0.432746401
CSF2RA,5.59,0.08,0.430496734
PFDN6,9.73,-0.03,0.420883354
AC091563.1,6.44,0.14,0.43588837
FAM86FP,5.66,0.1,0.434012433
TARS,11.49,0.02,0.423994866
ITGAV,13.08,-0.05,0.420458692
CXCL16,11.11,0.02,0.423693037
RTL8B,7.57,-0.05,0.419397023
AC018755.3,4.81,0.19,0.448253845
NHLRC2,11.84,-0.06,0.419753403
PDE8A,9.73,0.04,0.42504406
LRRC57,10.86,-0.01,0.422473001
LINC01772,5.73,0.17,0.440383468
ZNF92,8.84,-0.11,0.415657976
RPS14,14.63,0.04,0.424237068
RPL5P34,4.53,0.12,0.438075774
SLC44A1,12.31,-0.03,0.421249038
MKNK1,8.65,-0.03,0.421102863
FBXO28,11.08,-0.06,0.41955693
PCSK1N,7.8,-0.09,0.416135366
RRN3,10.18,-0.03,0.420582812
PRRT3-AS1,3.07,-0.29,0.384691413
PSIP1,12.41,-0.06,0.420192359
PET100,6.89,0.12,0.433743693
MRC2,9.49,0.07,0.426566893
NCKAP5L,9.63,0.05,0.425275816
GPATCH2,10.16,-0.04,0.420770351
ENTPD4,11.62,-0.02,0.421989554
ZFYVE27,9.6,-0.06,0.419481048
SUMO2P1,3.92,-0.24,0.392083237
PSMD14,11.06,0.01,0.423173209
AL132639.2,5.89,0.13,0.436148467
CA8,7.34,0.07,0.428276539
CNOT6,12.28,-0.05,0.420317324
ANKRD52,11.96,0.05,0.424760105
BCAP29,10.53,-0.04,0.420474455
AL359715.3,3.92,-0.34,0.37942424
FAM13C,8.24,0.07,0.428121399
RIF1,12.05,-0.06,0.420120299
CCDC130,9.08,-0.05,0.419088771
LRRC37A14P,4.73,0.12,0.439177985
AL445524.1,6.53,-0.09,0.415503316
AL121790.1,5.44,0.1,0.434492375
RANBP3,10.79,0.03,0.423905887
CRY2,11.23,0.03,0.424547196
PLBD2,10.52,0.03,0.424675832
PAQR3,9.34,-0.07,0.417983689
MED23,11.13,-0.04,0.420247079
MT-CO1,17.06,-0.14,0.417989822
U2AF1,2.65,0.31,0.526361408
MCRS1,10.62,0.02,0.423742088
CLASRP,9,0.04,0.424808995
MYO1B,12.91,-0.03,0.421313941
AC098487.1,5.35,-0.16,0.407087356
IRF2BP2,12.7,-0.02,0.422045764
MAF1,10.7,0.04,0.425187714
SPRYD7,8.71,-0.06,0.419166637
FUT4,8.32,-0.08,0.417671415
TES,11.56,0.01,0.42348365
TSC22D1,12.95,-0.01,0.421907992
SCUBE2,5.79,0.08,0.430208897
AL354766.2,6.39,-0.11,0.412535599
SKAP1,5.42,-0.14,0.408581517
AL021368.2,5.61,0.16,0.440325647
XXYLT1,9.18,0.05,0.426253213
ENKUR,12.69,-0.05,0.420091751
UHRF1BP1L,10.92,-0.03,0.421072178
MAGED2,11.92,0.03,0.4237862
OR7E36P,7.64,-0.07,0.417466876
ZNF439,7.69,0.02,0.424663682
SIN3A,12.71,-0.02,0.422045991
SOD2,12.84,-0.05,0.420717541
OVCH1-AS1,4.24,-0.16,0.403306024
MTMR12,11.66,0.01,0.4231462
CCDC144B,6.3,-0.1,0.413186374
GDPD5,6.36,-0.13,0.41193759
CCNG1,10.37,-0.03,0.420990315
GUSBP2,5.42,0.09,0.431844908
WAC-AS1,9.52,-0.03,0.420441886
SIDT2,9.89,0.04,0.425005321
SMG1P2,5.26,0.15,0.441122196
AC010255.1,6.76,0.07,0.428766725
BCL7A,11.21,0.03,0.423858546
GTF2IP5,4.48,0.14,0.443023562
ZMAT2,11.46,0.02,0.42366132
BMP2K,11.33,-0.05,0.420461291
ASB8,10.09,-0.03,0.420564827
HOXB3,7.39,0.07,0.428753505
AL590714.1,5.07,-0.16,0.404892849
AC079781.5,4.93,-0.2,0.401067816
AC010255.3,8.62,-0.06,0.418692125
ELP6,9.2,0.03,0.424968192
MALL,7.67,0.09,0.430108809
FKBP1A,12.05,-0.01,0.422171594
TTF1,9.97,-0.03,0.420539995
ANKRD49,8.1,0.05,0.426267009
SDF2,9.54,0.04,0.425091326
THAP5,9.9,-0.09,0.417493217
ENAH,13.49,-0.03,0.421655848
AC012313.7,2.74,-0.39,0.360251417
PRMT3,9.29,0.05,0.426209493
APOL1,11.49,0.03,0.423828919
DGCR11,5.09,0.14,0.439501445
RPARP-AS1,7.79,-0.04,0.42020918
DAPK3,9.81,0.05,0.426021004
PLS3,11.73,0.04,0.424302211
CKB,14.04,-0.05,0.420881283
WASF1,7.61,-0.09,0.415989854
GTF3C2,11.41,0.03,0.424516977
FFAR2,2.82,-0.39,0.360444173
PLEKHA3,11.05,-0.03,0.420744214
TFE3,10.55,0.03,0.423934397
ADAM15,12.1,0.05,0.425056661
CLU,13.35,-0.03,0.421070967
ZNF318,11.41,-0.01,0.422481554
ABHD10,10.28,-0.05,0.42024115
MECOM,12.87,-0.03,0.421608121
RBMX,12.44,0.02,0.423581038
HGD,8.86,0.02,0.424396564
GTF2H1,10.63,-0.02,0.421207609
BRIX1,9.76,0.06,0.42584356
POLG,11.05,0.02,0.424049027
ATP8B3,4.38,-0.22,0.395614009
NECAB3,8.74,-0.06,0.419178548
RPL7AP6,8.29,-0.04,0.419434293
TAF8,10.75,0.02,0.423368737
FBXO5,8.37,0.05,0.426138576
EIF2B5,10.61,-0.02,0.421205153
PTRH2,8.47,0.03,0.424712634
RNASEH2A,4.32,0.11,0.437283549
PCDHGA1,4.84,0.18,0.445212584
EIPR1,9.98,-0.02,0.421498089
TMEM258,10.8,-0.03,0.420700792
FAM219B,10.8,0.03,0.424262323
IGF2BP2,11.55,0,0.422316885
PMS2P1,8.67,-0.03,0.420227108
Z84492.1,4.6,0.15,0.444111908
SLC52A1,7.84,-0.05,0.419012945
CCDC90B,9.5,0.06,0.426755553
ABCF2,8.61,-0.01,0.421534902
CCDC71,9.27,0.04,0.425584824
SFTA3,6.51,0.07,0.429618312
PAFAH1B2,12.33,0.01,0.423432043
AC093627.5,5.52,-0.16,0.407641794
CCDC159,7.88,0.05,0.425874363
RBM15,10.21,-0.04,0.420781349
AC124947.2,7.25,-0.05,0.418206403
ERCC-00074,16.03,-0.08,0.420034237
CASP10,10.07,-0.04,0.419998387
TYW5,8.14,0.07,0.428201788
EIF5,13.16,-0.02,0.421775021
RTRAF,11.19,0.03,0.423860626
KLLN,8.64,0.05,0.426487754
MRGPRX3,4.79,-0.22,0.399184037
RASSF9,11.26,-0.05,0.4204484
FGFR1,7.74,0.06,0.427715724
GPATCH11,9.7,-0.04,0.420681552
RAB30-AS1,8.09,0.05,0.426261933
IHH,5.06,-0.14,0.407697821
AC138028.4,3.39,-0.8,0.331335758
LDLRAP1,10.82,0.04,0.424441464
SEC23IP,11.42,0.02,0.423326333
BCL11B,8.9,-0.07,0.418612762
SCGB1B2P,3.87,0.16,0.447561166
ACTR3C,8.34,0.05,0.426627349
ANKRD36C,9.83,-0.08,0.418029744
SRA1,10.07,-0.03,0.420559998
AC083837.1,5.22,-0.13,0.409669384
PRADC1,9.16,-0.05,0.41953475
DLAT,11.83,-0.02,0.422001104
PRR14,9.84,0.03,0.424816875
CARD16,7.54,0.08,0.429441069
MCM4,11.54,0.02,0.423319443
CSMD1,8.92,-0.02,0.421790628
HNRNPR,12.62,0.01,0.423414263
UQCRQ,11.13,0.04,0.424391203
TMIE,3.45,0.22,0.463530473
MRPL14,10,0.04,0.424592606
METAP1D,7.23,0.06,0.426991748
C11orf80,8.42,-0.05,0.419265249
C9orf3,10.44,0.03,0.42432051
ZNF548,9.59,-0.05,0.419274302
AHNAK2,14.27,-0.04,0.421308972
DRG2,9.68,-0.05,0.419697334
SOX21-AS1,9.75,0.04,0.425039576
LINC01355,2.6,-0.16,0.42269366
TAS2R30,#NUM!,#NUM!,#NUM!
FAM181A,6.81,0.06,0.428408692
LINC00910,6.81,0.03,0.424647617
CALM3,13.21,-0.05,0.420771419
FKBP9,12.1,0.04,0.424250626
ANAPC11,10.23,0.05,0.425121239
PLEKHM3,10.02,-0.04,0.420745024
TMEM63C,9.3,0.04,0.424738771
ATXN2L,12.44,-0.04,0.420498572
ZNF22,9.48,-0.03,0.421239767
CHD2,12.53,0.01,0.423418983
NR2F2,12.46,-0.02,0.42172625
OST4,10.86,0.03,0.424612927
PARP11,9.5,-0.04,0.420242627
DENND4A,11.18,-0.04,0.420257771
LYRM4,9.22,-0.04,0.420168011
MCMBP,11.04,0.01,0.423524017
AC016582.1,5.59,0.13,0.436162345
CFAP70,11.2,-0.02,0.421280788
DRG1,10.77,-0.04,0.420521656
EPB41L4A-AS1,8.75,0.06,0.426669911
NUF2,8.7,-0.07,0.418081897
PNPLA4,9.38,-0.04,0.419806194
MYOM1,6.93,-0.08,0.415616113
SCNN1G,8.45,-0.03,0.420613578
AC234772.2,2.51,-0.57,0.332932105
ZMAT1,6.27,-0.14,0.41033935
ACY3,3.79,-0.32,0.381642625
GPR108,10.39,0.04,0.424515964
ZNF767P,6.78,0.03,0.425811467
FAM3A,9.65,0.04,0.425466557
AC024257.3,2.08,0.74,0.942871599
AC005083.1,7.8,-0.05,0.418998195
PCLAF,7.12,-0.12,0.413796961
PRKCH,9.52,-0.04,0.419845592
KIAA0391,7.8,0.05,0.425907546
GANAB,13.59,0.02,0.423786412
SETBP1,9.88,0.03,0.424807652
WDR6,11.89,0.04,0.424278921
INAFM1,8.38,-0.08,0.416797472
IQCH,10.83,-0.02,0.421587847
AP006621.3,5.42,-0.09,0.414108725
H2AFVP1,3.93,0.27,0.470000025
AC010615.1,6.4,-0.12,0.412793522
AL121603.2,7.79,-0.06,0.418756726
HYOU1,12.48,0.03,0.424354114
WDR97,5.93,-0.26,0.399998176
URM1,10.04,-0.06,0.419618992
SENP8,7.82,0.05,0.426400407
ST6GALNAC1,11.96,0.03,0.424105384
REEP3,11.76,-0.06,0.42005728
ATAD1,11.23,-0.05,0.420440842
AC005332.5,6.54,0.1,0.431150737
SENP7,9.83,-0.06,0.418783733
VEGFC,7.11,0.06,0.427053404
CELSR2,12.8,0.03,0.424312707
NPIPA1,8.29,0.06,0.426417081
ANGPTL4,5.54,-0.1,0.413323004
LSM3,10.4,0.02,0.424137283
SYT1,4.76,-0.09,0.412171257
AL592148.3,4.76,0.1,0.436254625
ZNF253,9.29,-0.08,0.418169368
CDK14,9.94,-0.05,0.419776604
ZBTB44,12.46,-0.04,0.420808407
PNPT1,11.05,-0.03,0.421437684
AC145285.4,4.83,0.15,0.442144281
MIER2,8.5,0.04,0.425392611
RSRC1,10.09,-0.04,0.420757178
BNC1,10.07,-0.03,0.420942413
LINC01619,4.55,-0.2,0.399362163
SMAD1,10.29,-0.02,0.421161236
RPS23P8,5.95,0.21,0.44428854
APEX2,9.43,-0.03,0.420421236
Z99129.4,7.21,-0.08,0.41690667
TACR1,5.51,-0.16,0.407021975
INTS13,9.97,-0.06,0.419597866
C1QTNF3,5,0.11,0.435240057
SCYL3,10.19,-0.03,0.420584629
PRRG4,12.14,-0.06,0.419825132
RNF139-AS1,3.25,0.2,0.46348586
FAM21FP,4.16,-0.19,0.400001837
ISYNA1,11.83,0.06,0.425278598
RPL34,13.03,0.03,0.423985761
AC079315.1,4.22,0.2,0.452847786
AC092803.2,4.73,0.11,0.437676588
APPBP2,11.24,-0.04,0.420610405
NRCAM,8.56,0.06,0.426765906
ARMC2,10.88,-0.07,0.419332532
ARSA,9.48,0.04,0.42469681
ULK3,9.8,-0.05,0.41973452
STC2,5.24,-0.23,0.399366862
SCARF2,7.81,0.1,0.430758103
ATG12,10.12,0.02,0.424178301
SLC22A10,3.77,-0.2,0.397307579
AL122035.1,5.53,0.12,0.436573754
KAT5,10.85,0.03,0.423899363
USP25,10.69,-0.03,0.42139604
KIF19,12.41,-0.06,0.420192887
TBC1D10C,3.69,0.29,0.478921128
NXN,10.61,0.04,0.424477688
MAST1,5.83,0.15,0.437647102
COL24A1,6.37,-0.07,0.415873179
KY,5.23,0.13,0.438719798
GLS2,7.85,0.04,0.426119248
UBA52P6,4.53,0.16,0.446016027
TRAPPC1,10.14,0.06,0.426107356
RPL39P40,4.87,-0.23,0.397820017
UPF1,13.29,0.03,0.424249858
OSBP2,8.72,-0.03,0.42067731
AC104581.4,6.39,0.05,0.427254634
RUFY2,10.42,-0.04,0.420816824
BRD1,11.27,0.02,0.424021904
CDK13,11.87,-0.03,0.421519838
RND2,9.03,-0.06,0.419283449
ELMOD3,8.82,-0.05,0.418981547
TESK2,8.25,0.06,0.426914068
LINC00957,6.48,0.1,0.432503687
USO1,11.98,-0.04,0.421054166
SAMD1,10.53,0.05,0.425049366
C12orf57,10.95,0.06,0.425492762
C1orf131,8.72,-0.06,0.4187344
EIF2B4,9.66,-0.04,0.420281783
PDIA3P1,7.09,-0.06,0.417852274
FARP2,11.26,-0.02,0.421968637
ZFP69B,6.71,-0.06,0.417026011
HOOK3,11.61,-0.05,0.42051404
ZC3H12C,10.63,-0.04,0.420135579
ERICH3,14.25,-0.02,0.421841702
RAB14,12.47,-0.03,0.421575474
GFM1,10.99,0.03,0.423882567
RNF187,11.78,0.04,0.424953359
AC018521.5,6.87,-0.12,0.412922511
SNAP47,9.73,-0.05,0.420109934
ZNF33A,11.88,-0.05,0.420239186
AC125807.2,6.1,-0.11,0.412009067
RHOA,13.72,0.02,0.423212515
DKC1,10.8,0.02,0.423365329
PAIP2B,11.11,-0.02,0.421269458
LONRF1,8.5,-0.04,0.419516432
AC006077.2,2.72,-0.7,0.329293062
HSF1,11.16,-0.03,0.420763202
APOBR,5.52,-0.13,0.40971114
WNK3,7.66,-0.05,0.418436784
EDF1,12.34,0.04,0.424533743
SACS,9.14,-0.07,0.418297511
ATP6V0E2-AS1,4.96,0.18,0.446675526
MRPL21,9.37,-0.03,0.421223264
ANKS1A,11.84,-0.02,0.422001986
PCNX1,11.84,-0.03,0.421194919
HIP1,10.1,0.01,0.423222326
ZBTB20,10.44,-0.06,0.419007044
CCDC134,8.93,0.03,0.424605983
ZNF212,8.89,0.02,0.424391139
NAXD,10.32,-0.04,0.42042969
AL109976.1,10.01,0.03,0.424778304
